MUNICIPIO_CODIGO;ANO;MES;TIPO_EQP;TOTAL_EQUIPES
291070;2021;12;75;1
291070;2022;12;75;1
291125;2021;12;75;1
291125;2022;12;75;1
291150;2021;12;75;1
291150;2022;12;75;1
291165;2022;12;75;1
291185;2021;12;75;1
291185;2022;12;75;1
291240;2022;12;75;1
291400;2021;12;75;1
291400;2022;12;75;1
291450;2021;12;75;1
291450;2022;12;75;1
291560;2022;12;75;1
291580;2022;12;75;1
291800;2022;12;75;1
291820;2021;12;75;1
291820;2022;12;75;1
291835;2019;12;59;1
291840;2020;12;75;1
291840;2021;12;75;1
291840;2022;12;75;1
291915;2019;12;59;1
291915;2020;12;75;1
291915;2021;12;75;1
291915;2022;12;75;1
291920;2019;12;59;1
291920;2020;12;75;1
291920;2021;12;75;1
291920;2022;12;75;1
292010;2022;12;75;1
292205;2022;12;75;1
292220;2022;12;75;1
292260;2022;12;75;1
292265;2020;12;75;1
292265;2021;12;75;1
292265;2022;12;75;1
292270;2021;12;75;1
292270;2022;12;75;1
292305;2022;12;75;1
292380;2022;12;75;1
292410;2021;12;75;1
292410;2022;12;75;1
292465;2021;12;75;1
292465;2022;12;75;1
292580;2021;12;75;1
292580;2022;12;75;1
292593;2021;12;75;1
292593;2022;12;75;1
292610;2021;12;75;1
292610;2022;12;75;1
292630;2022;12;75;1
292650;2021;12;75;1
292650;2022;12;75;1
292660;2021;12;75;1
292660;2022;12;75;1
292760;2020;12;75;1
292760;2021;12;75;1
292800;2021;12;75;1
292800;2022;12;75;1
292830;2021;12;75;1
292830;2022;12;75;1
292850;2021;12;75;1
292850;2022;12;75;1
292880;2021;12;75;1
292880;2022;12;75;1
292895;2021;12;75;1
292925;2020;12;75;1
292925;2021;12;75;1
292925;2022;12;75;1
292940;2021;12;75;1
292940;2022;12;75;1
293050;2020;12;75;2
293050;2021;12;75;2
293050;2022;12;75;2
293076;2021;12;75;1
293076;2022;12;75;1
293130;2022;12;75;1
293140;2021;12;75;1
293140;2022;12;75;1
293150;2020;12;75;1
293150;2021;12;75;1
293150;2022;12;75;1
293170;2021;12;75;1
293170;2022;12;75;1
293190;2022;12;75;1
293220;2022;12;75;1
293245;2020;12;75;1
293245;2021;12;75;1
293245;2022;12;75;1
293250;2021;12;75;1
293250;2022;12;75;1
293300;2021;12;75;1
293300;2022;12;75;1
293305;2020;12;75;1
293305;2021;12;75;1
293305;2022;12;75;1
293330;2018;12;60;2
293330;2019;12;60;2
293345;2021;12;75;1
293345;2022;12;75;1
293350;2021;12;75;1
310350;2021;12;75;1
310350;2022;12;75;1
310740;2021;12;75;2
310740;2022;12;75;3
310900;2019;12;60;3
310900;2020;12;75;3
310900;2021;12;75;3
310900;2022;12;75;3
310925;2021;12;75;1
310925;2022;12;75;1
311120;2019;12;59;1
311120;2020;12;75;1
311120;2021;12;75;1
311120;2022;12;75;1
311200;2022;12;75;1
311860;2020;12;75;8
311860;2021;12;75;8
311860;2022;12;75;8
312020;2021;12;75;1
312020;2022;12;75;1
312250;2021;12;75;1
312250;2022;12;75;1
312520;2021;12;75;1
312520;2022;12;75;1
312650;2022;12;75;2
312980;2021;12;75;6
312980;2022;12;75;6
313150;2021;12;75;1
313150;2022;12;75;1
313690;2021;12;75;1
313690;2022;12;75;1
313900;2021;12;75;1
313900;2022;12;75;1
314015;2021;12;75;1
314015;2022;12;75;1
314350;2021;12;75;1
314350;2022;12;75;1
314390;2021;12;75;1
314390;2022;12;75;1
314410;2021;12;75;1
314410;2022;12;75;1
314470;2022;12;75;1
314700;2022;12;75;1
314800;2020;12;75;2
314800;2021;12;75;2
