ESTADO_CODIGO;ESTADO_SIGLA;ESTADO_NOME;REGIAO_SAUDE_CODIGO;REGIAO_SAUDE_NOME;CO_CEP;ANO;MES;REGIAO_SAUDE_POPULACAO;TIPO;REGIAO_SAUDE_QTDE_CAPS;REGIAO_SAUDE_IC
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;69435000,0;2019;12;2391219;CAPS I;1;0,020909837200189525
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;69435000,0;2020;12;2391219;CAPS I;1;0,020909837200189525
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;69435000,0;2021;12;2391219;CAPS I;1;0,020909837200189525
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;69435000,0;2022;12;2391219;CAPS I;1;0,020909837200189525
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;69735000,0;2022;12;2391219;CAPS I;1;0,020909837200189525
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;69740000,0;2022;12;2391219;CAPS I;1;0,020909837200189525
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;69750000,0;2018;12;2391219;CAPS I;1;0,020909837200189525
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;69750000,0;2019;12;2391219;CAPS I;1;0,020909837200189525
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;69750000,0;2020;12;2391219;CAPS I;1;0,020909837200189525
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;69750000,0;2021;12;2391219;CAPS I;1;0,020909837200189525
13;AM;Amazonas;13001;Manaus, Entorno e Alto Rio Negro;69750000,0;2022;12;2391219;CAPS I;1;0,020909837200189525
13;AM;Amazonas;13002;Rio Negro e Solimões;69400797,0;2018;12;275393;CAPS AD;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;69400797,0;2019;12;275393;CAPS AD;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;69400797,0;2020;12;275393;CAPS AD;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;69400797,0;2021;12;275393;CAPS AD;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;69400797,0;2022;12;275393;CAPS AD;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;69400812,0;2018;12;275393;CAPS II;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;69400812,0;2019;12;275393;CAPS II;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;69400812,0;2020;12;275393;CAPS II;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;69400812,0;2021;12;275393;CAPS II;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;69400812,0;2022;12;275393;CAPS II;1;0,3631174358099153
13;AM;Amazonas;13002;Rio Negro e Solimões;69450000,0;2018;12;275393;CAPS I;1;0,18155871790495764
13;AM;Amazonas;13002;Rio Negro e Solimões;69450000,0;2019;12;275393;CAPS I;1;0,18155871790495764
