ESTADO_CODIGO;ESTADO_SIGLA;ESTADO_NOME;CO_CEP;ANO;MES;ESTADO_POPULACAO;TIPO;ESTADO_QTDE_CAPS;ESTADO_IC
12;AC;Acre;69940000;2018;12;829780;CAPS I;1;0,06025693557328449
12;AC;Acre;69980000;2018;12;829780;CAPS II;1;0,12051387114656897
12;AC;Acre;69990000;2018;12;829780;CAPS I;1;0,06025693557328449
13;AM;Amazonas;69055021;2018;12;3952262;CAPS III;1;0,03795294947551554
13;AM;Amazonas;69059140;2018;12;3952262;CAPS III;1;0,03795294947551554
13;AM;Amazonas;69060550;2018;12;3952262;CAPS AD;1;0,02530196631701036
13;AM;Amazonas;69082653;2018;12;3952262;CAPS IJ;1;0,02530196631701036
13;AM;Amazonas;69101639;2018;12;3952262;CAPS II;1;0,02530196631701036
13;AM;Amazonas;69117000;2018;12;3952262;CAPS I;1;0,01265098315850518
13;AM;Amazonas;69117000;2018;12;3952262;CAPS III;1;0,03795294947551554
13;AM;Amazonas;69151160;2018;12;3952262;CAPS II;1;0,02530196631701036
13;AM;Amazonas;69190000;2018;12;3952262;CAPS I;1;0,01265098315850518
13;AM;Amazonas;69200000;2018;12;3952262;CAPS I;1;0,01265098315850518
13;AM;Amazonas;69230000;2018;12;3952262;Não informado;1;0,0
13;AM;Amazonas;69240000;2018;12;3952262;CAPS I;1;0,01265098315850518
13;AM;Amazonas;69260000;2018;12;3952262;CAPS I;1;0,01265098315850518
13;AM;Amazonas;69265000;2018;12;3952262;CAPS I;1;0,01265098315850518
13;AM;Amazonas;69280000;2018;12;3952262;CAPS I;1;0,01265098315850518
13;AM;Amazonas;69400797;2018;12;3952262;CAPS AD;1;0,02530196631701036
13;AM;Amazonas;69400812;2018;12;3952262;CAPS II;1;0,02530196631701036
13;AM;Amazonas;69415000;2018;12;3952262;CAPS I;1;0,01265098315850518
13;AM;Amazonas;69435000;2018;12;3952262;CAPS I;1;0,01265098315850518
13;AM;Amazonas;69450000;2018;12;3952262;CAPS I;1;0,01265098315850518
13;AM;Amazonas;69460000;2018;12;3952262;CAPS I;1;0,01265098315850518
13;AM;Amazonas;69480000;2018;12;3952262;CAPS I;1;0,01265098315850518
13;AM;Amazonas;69550133;2018;12;3952262;CAPS II;1;0,02530196631701036
13;AM;Amazonas;69600000;2018;12;3952262;CAPS I;1;0,01265098315850518
13;AM;Amazonas;69750000;2018;12;3952262;CAPS I;1;0,01265098315850518
13;AM;Amazonas;69800000;2018;12;3952262;CAPS I;1;0,01265098315850518
13;AM;Amazonas;69880000;2018;12;3952262;CAPS I;1;0,01265098315850518
13;AM;Amazonas;69890000;2018;12;3952262;CAPS I;1;0,01265098315850518
13;AM;Amazonas;69895000;2018;12;3952262;CAPS I;1;0,01265098315850518
14;RR;Roraima;69301000;2018;12;634805;CAPS II;1;0,15752868991265034
14;RR;Roraima;69301160;2018;12;634805;CAPS III;1;0,23629303486897552
14;RR;Roraima;69317288;2018;12;634805;CAPS AD;1;0,15752868991265034
14;RR;Roraima;69340000;2018;12;634805;CAPS I;1;0,07876434495632517
14;RR;Roraima;69345000;2018;12;634805;CAPS I;1;0,07876434495632517
14;RR;Roraima;69348000;2018;12;634805;CAPS I;1;0,07876434495632517
14;RR;Roraima;69350000;2018;12;634805;CAPS I;1;0,07876434495632517
14;RR;Roraima;69360000;2018;12;634805;CAPS I;1;0,07876434495632517
14;RR;Roraima;69373000;2018;12;634805;CAPS I;1;0,07876434495632517
14;RR;Roraima;69380000;2018;12;634805;CAPS I;1;0,07876434495632517
14;RR;Roraima;69390000;2018;12;634805;CAPS I;1;0,07876434495632517
15;PA;Pará;66025540;2018;12;8442962;Não informado;1;0,0
15;PA;Pará;66060230;2018;12;8442962;CAPS AD;1;0,01184418454092296
15;PA;Pará;66060600;2018;12;8442962;CAPS III;1;0,01776627681138444
15;PA;Pará;66070710;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;66087680;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;66093027;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;66620740;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;66623250;2018;12;8442962;Não informado;1;0,0
15;PA;Pará;66911020;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;67110330;2018;12;8442962;CAPS IJ;1;0,01184418454092296
15;PA;Pará;67125000;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;67200000;2018;12;8442962;CAPS AD;1;0,01184418454092296
15;PA;Pará;67200000;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;68005420;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;68040610;2018;12;8442962;CAPS AD;1;0,01184418454092296
15;PA;Pará;68140000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68145000;2018;12;8442962;Não informado;1;0,0
15;PA;Pará;68148000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68165000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68181000;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;68193000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68200000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68250000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68300000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68330000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68365000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68371970;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;68371970;2018;12;8442962;CAPS IJ;1;0,01184418454092296
15;PA;Pará;68380000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68385000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68390000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68400000;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;68420000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68430000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68440000;2018;12;8442962;CAPS AD;1;0,01184418454092296
15;PA;Pará;68440000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68445000;2018;12;8442962;CAPS AD;1;0,01184418454092296
15;PA;Pará;68445000;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;68450000;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;68458030;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;68465000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68473000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68480000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68485000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68488000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68490000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68501000;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;68515000;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;68520000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68524000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68530000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68533000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68537000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68540000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68543000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68550470;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;68555310;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68560000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68565000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68570000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68580000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68590000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68600000;2018;12;8442962;CAPS AD;1;0,01184418454092296
15;PA;Pará;68600000;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;68617000;2018;12;8442962;CAPS AD;1;0,01184418454092296
15;PA;Pará;68625970;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;68632000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68633000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68635000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68638000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68639000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68640000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68647000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68655000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68658000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68660000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68670000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68675000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68680000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68695000;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;68701090;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68721000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68725000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68745000;2018;12;8442962;CAPS III;1;0,01776627681138444
15;PA;Pará;68750000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68760000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68786000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68790000;2018;12;8442962;CAPS AD;1;0,01184418454092296
15;PA;Pará;68790000;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;68795000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68800000;2018;12;8442962;CAPS II;1;0,01184418454092296
15;PA;Pará;68815000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68820000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68870000;2018;12;8442962;CAPS I;1;0,00592209227046148
15;PA;Pará;68890000;2018;12;8442962;CAPS I;1;0,00592209227046148
16;AP;Amapá;68900020;2018;12;774268;CAPS IJ;1;0,12915424633331093
16;AP;Amapá;68903003;2018;12;774268;CAPS AD;1;0,12915424633331093
16;AP;Amapá;68908160;2018;12;774268;CAPS II;1;0,12915424633331093
16;AP;Amapá;68920000;2018;12;774268;CAPS I;1;0,06457712316665547
16;AP;Amapá;68924000;2018;12;774268;CAPS I;1;0,06457712316665547
16;AP;Amapá;68925171;2018;12;774268;CAPS AD;1;0,12915424633331093
16;AP;Amapá;68940000;2018;12;774268;CAPS I;1;0,06457712316665547
16;AP;Amapá;68980000;2018;12;774268;CAPS I;1;0,06457712316665547
17;TO;Tocantins;77001054;2018;12;1584306;CAPS AD;1;0,06311911966501421
17;TO;Tocantins;77023012;2018;12;1584306;CAPS II;1;0,06311911966501421
17;TO;Tocantins;77300000;2018;12;1584306;CAPS II;1;0,06311911966501421
17;TO;Tocantins;77320000;2018;12;1584306;CAPS I;1;0,031559559832507106
17;TO;Tocantins;77403030;2018;12;1584306;CAPS AD;1;0,06311911966501421
17;TO;Tocantins;77410070;2018;12;1584306;CAPS I;1;0,031559559832507106
17;TO;Tocantins;77470000;2018;12;1584306;CAPS I;1;0,031559559832507106
17;TO;Tocantins;77500000;2018;12;1584306;CAPS II;1;0,06311911966501421
17;TO;Tocantins;77600000;2018;12;1584306;CAPS I;1;0,031559559832507106
17;TO;Tocantins;77650000;2018;12;1584306;CAPS I;1;0,031559559832507106
17;TO;Tocantins;77730000;2018;12;1584306;CAPS I;1;0,031559559832507106
17;TO;Tocantins;77760000;2018;12;1584306;CAPS AD;1;0,06311911966501421
17;TO;Tocantins;77760000;2018;12;1584306;CAPS II;1;0,06311911966501421
17;TO;Tocantins;77804970;2018;12;1584306;CAPS AD;1;0,06311911966501421
17;TO;Tocantins;77804970;2018;12;1584306;CAPS II;1;0,06311911966501421
17;TO;Tocantins;77900000;2018;12;1584306;CAPS I;1;0,031559559832507106
17;TO;Tocantins;77940000;2018;12;1584306;CAPS I;1;0,031559559832507106
17;TO;Tocantins;77950000;2018;12;1584306;CAPS II;2;0,12623823933002842
17;TO;Tocantins;77960000;2018;12;1584306;CAPS AD;1;0,06311911966501421
17;TO;Tocantins;77995000;2018;12;1584306;CAPS I;1;0,031559559832507106
21;MA;Maranhão;65010000;2018;12;6800605;CAPS AD;1;0,014704574078335678
21;MA;Maranhão;65010000;2018;12;6800605;CAPS IJ;1;0,014704574078335678
21;MA;Maranhão;65042010;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65052100;2018;12;6800605;CAPS AD;1;0,014704574078335678
21;MA;Maranhão;65052100;2018;12;6800605;CAPS III;1;0,022056861117503518
21;MA;Maranhão;65067740;2018;12;6800605;CAPS II;1;0,014704574078335678
21;MA;Maranhão;65110000;2018;12;6800605;CAPS II;1;0,014704574078335678
21;MA;Maranhão;65137000;2018;12;6800605;CAPS II;1;0,014704574078335678
21;MA;Maranhão;65138000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65143000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65145000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65150000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65170000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65200000;2018;12;6800605;CAPS II;1;0,014704574078335678
21;MA;Maranhão;65206000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65210000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65213000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65215000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65218000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65220000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65223000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65225000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65235000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65238000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65248000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65250000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65255000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65265000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65268000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65284000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65302040;2018;12;6800605;CAPS II;1;0,014704574078335678
21;MA;Maranhão;65320000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65350000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65365000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65380000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65393000;2018;12;6800605;CAPS II;1;0,014704574078335678
21;MA;Maranhão;65398000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65400000;2018;12;6800605;CAPS II;1;0,014704574078335678
21;MA;Maranhão;65415000;2018;12;6800605;CAPS II;1;0,014704574078335678
21;MA;Maranhão;65420000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65470000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65480000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65490000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65495000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65500000;2018;12;6800605;CAPS II;1;0,014704574078335678
21;MA;Maranhão;65510000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65590000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65602490;2018;12;6800605;CAPS III;1;0,022056861117503518
21;MA;Maranhão;65606450;2018;12;6800605;CAPS IJ;1;0,014704574078335678
21;MA;Maranhão;65609620;2018;12;6800605;CAPS AD;1;0,014704574078335678
21;MA;Maranhão;65610000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65615000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65620000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65620000;2018;12;6800605;Não informado;1;0,0
21;MA;Maranhão;65631350;2018;12;6800605;CAPS IJ;1;0,014704574078335678
21;MA;Maranhão;65633280;2018;12;6800605;CAPS AD;1;0,014704574078335678
21;MA;Maranhão;65636260;2018;12;6800605;CAPS II;1;0,014704574078335678
21;MA;Maranhão;65640000;2018;12;6800605;CAPS II;1;0,014704574078335678
21;MA;Maranhão;65645000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65650000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65665000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65680000;2018;12;6800605;CAPS III;1;0,022056861117503518
21;MA;Maranhão;65685000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65690000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65700000;2018;12;6800605;CAPS II;1;0,014704574078335678
21;MA;Maranhão;65708000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65715000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65725000;2018;12;6800605;CAPS AD;1;0,014704574078335678
21;MA;Maranhão;65725000;2018;12;6800605;CAPS II;1;0,014704574078335678
21;MA;Maranhão;65728000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65730000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65735000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65740000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65750000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65755000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65760000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65763000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65765000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65775000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65780000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65790000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65800000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65850000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65870000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65901550;2018;12;6800605;CAPS AD;1;0,014704574078335678
21;MA;Maranhão;65901550;2018;12;6800605;CAPS II;1;0,014704574078335678
21;MA;Maranhão;65922000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65923000;2018;12;6800605;CAPS AD;1;0,014704574078335678
21;MA;Maranhão;65923000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65930000;2018;12;6800605;CAPS II;1;0,014704574078335678
21;MA;Maranhão;65940000;2018;12;6800605;CAPS II;1;0,014704574078335678
21;MA;Maranhão;65943000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65945000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65948000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65950000;2018;12;6800605;CAPS AD;1;0,014704574078335678
21;MA;Maranhão;65950000;2018;12;6800605;CAPS II;1;0,014704574078335678
21;MA;Maranhão;65968000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65970000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65975000;2018;12;6800605;CAPS I;1;0,007352287039167839
21;MA;Maranhão;65990000;2018;12;6800605;CAPS I;1;0,007352287039167839
22;PI;Piauí;64002520;2018;12;3270174;CAPS IJ;1;0,0305794125939476
22;PI;Piauí;64003500;2018;12;3270174;CAPS II;1;0,0305794125939476
22;PI;Piauí;64016060;2018;12;3270174;CAPS AD;1;0,0305794125939476
22;PI;Piauí;64018500;2018;12;3270174;CAPS AD;1;0,0305794125939476
22;PI;Piauí;64018500;2018;12;3270174;CAPS II;1;0,0305794125939476
22;PI;Piauí;64045440;2018;12;3270174;CAPS II;1;0,0305794125939476
22;PI;Piauí;64049570;2018;12;3270174;CAPS II;1;0,0305794125939476
22;PI;Piauí;64100000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64110000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64120000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64130000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64160000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64180000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64190000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64206260;2018;12;3270174;CAPS AD;1;0,0305794125939476
22;PI;Piauí;64218660;2018;12;3270174;CAPS II;1;0,0305794125939476
22;PI;Piauí;64220000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64230000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64235000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64240000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64255000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64260000;2018;12;3270174;CAPS AD;1;0,0305794125939476
22;PI;Piauí;64260000;2018;12;3270174;CAPS II;1;0,0305794125939476
22;PI;Piauí;64270000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64278000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64280000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64290000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64300000;2018;12;3270174;CAPS AD;1;0,0305794125939476
22;PI;Piauí;64300000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64320000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64325000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64330000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64340000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64400000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64410000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64430000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64460000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64490000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64500000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64535000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64575000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64585000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64601530;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64604080;2018;12;3270174;CAPS II;1;0,0305794125939476
22;PI;Piauí;64660000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64690000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64700000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64750000;2018;12;3270174;CAPS AD;1;0,0305794125939476
22;PI;Piauí;64750000;2018;12;3270174;CAPS I;1;0,0152897062969738
22;PI;Piauí;64750000;2018;12;3270174;CAPS II;1;0,0305794125939476
