ESTADO_CODIGO;MUNICIPIO_CODIGO;SERVICO_ESPECIALIZADO_CODIGO;SERVICO_ESPECIALIZADO_CLASSIFICACAO_CODIGO;ANO;TOTAL_SERVICO_HOSPITALAR_SAUDE_MENTAL
23;230990;115;2;2018;1
23;230990;115;2;2019;1
23;230990;115;2;2020;1
23;230990;115;2;2021;1
23;230990;115;2;2022;1
23;231000;115;2;2018;1
23;231000;115;2;2019;1
23;231000;115;2;2020;2
23;231000;115;2;2021;2
23;231000;115;2;2022;2
23;231020;115;2;2018;1
23;231020;115;2;2019;1
23;231020;115;2;2020;1
23;231020;115;2;2021;1
23;231020;115;2;2022;1
23;231025;115;2;2018;2
23;231025;115;2;2019;2
23;231025;115;2;2020;2
23;231025;115;2;2021;2
23;231025;115;2;2022;2
23;231030;115;2;2018;1
23;231030;115;2;2019;1
23;231030;115;2;2020;1
23;231030;115;2;2021;1
23;231030;115;2;2022;1
23;231030;115;3;2020;1
23;231030;115;3;2021;1
23;231030;115;3;2022;1
23;231050;115;2;2018;1
23;231050;115;2;2019;1
23;231050;115;2;2020;1
23;231050;115;2;2021;1
23;231050;115;2;2022;1
23;231070;115;2;2018;1
23;231070;115;2;2019;1
23;231070;115;2;2020;1
23;231070;115;2;2021;1
23;231070;115;2;2022;1
23;231080;115;2;2019;1
23;231080;115;2;2020;1
23;231080;115;2;2021;1
23;231080;115;2;2022;1
23;231080;115;3;2019;1
23;231080;115;3;2020;1
23;231080;115;3;2021;1
23;231080;115;3;2022;1
23;231085;115;2;2019;1
23;231085;115;2;2020;1
23;231090;115;2;2018;2
23;231090;115;2;2019;2
23;231090;115;2;2020;2
23;231090;115;2;2021;2
23;231090;115;2;2022;3
23;231100;115;2;2018;1
23;231100;115;2;2019;1
23;231100;115;2;2020;1
23;231100;115;2;2021;1
23;231100;115;2;2022;1
23;231100;115;3;2022;1
23;231110;115;2;2018;1
23;231110;115;2;2019;1
23;231110;115;2;2020;1
23;231110;115;2;2021;1
23;231110;115;2;2022;2
23;231120;115;2;2018;1
23;231126;115;2;2018;3
23;231126;115;2;2019;3
23;231126;115;2;2020;3
23;231126;115;2;2021;3
23;231126;115;2;2022;3
23;231130;115;2;2018;4
23;231130;115;2;2019;4
23;231130;115;2;2020;4
23;231130;115;2;2021;4
23;231130;115;2;2022;5
23;231130;115;3;2018;1
23;231130;115;3;2019;1
23;231130;115;3;2020;1
23;231130;115;3;2021;1
23;231130;115;3;2022;1
23;231135;115;2;2018;1
23;231135;115;2;2019;1
23;231135;115;2;2020;1
23;231135;115;2;2021;1
23;231135;115;2;2022;1
23;231140;115;2;2018;3
23;231140;115;2;2019;3
23;231140;115;2;2020;3
23;231140;115;2;2021;3
23;231140;115;2;2022;3
23;231140;115;3;2018;1
23;231140;115;3;2019;1
23;231140;115;3;2020;1
23;231140;115;3;2021;1
23;231140;115;3;2022;1
23;231150;115;2;2019;1
23;231150;115;2;2020;1
23;231150;115;2;2021;1
23;231150;115;2;2022;2
23;231160;115;2;2018;1
23;231160;115;2;2019;1
23;231160;115;2;2020;1
23;231160;115;2;2021;2
23;231160;115;2;2022;2
23;231170;115;2;2021;1
23;231170;115;2;2022;1
23;231180;115;2;2018;2
23;231180;115;2;2019;3
23;231180;115;2;2020;3
23;231180;115;2;2021;3
23;231180;115;2;2022;3
23;231200;115;2;2018;2
23;231200;115;2;2019;2
23;231200;115;2;2020;1
23;231200;115;2;2021;1
23;231200;115;2;2022;1
23;231220;115;2;2018;1
23;231220;115;2;2019;1
23;231220;115;2;2020;1
23;231220;115;2;2021;1
23;231220;115;2;2022;1
23;231220;115;3;2021;1
23;231220;115;3;2022;1
23;231230;115;2;2018;2
23;231230;115;2;2019;2
23;231230;115;2;2020;2
23;231230;115;2;2021;2
23;231230;115;2;2022;2
23;231230;115;3;2018;1
23;231230;115;3;2019;1
23;231230;115;3;2020;1
23;231230;115;3;2021;1
23;231230;115;3;2022;1
23;231240;115;2;2018;3
23;231240;115;2;2019;3
23;231240;115;2;2020;3
23;231240;115;2;2021;4
23;231240;115;2;2022;4
23;231240;115;3;2018;1
23;231240;115;3;2019;1
23;231240;115;3;2020;1
23;231240;115;3;2021;1
23;231240;115;3;2022;1
23;231250;115;2;2018;1
23;231250;115;2;2019;1
23;231250;115;2;2020;1
23;231250;115;2;2022;1
23;231260;115;2;2018;1
23;231260;115;2;2019;1
23;231260;115;2;2020;1
23;231260;115;2;2021;1
23;231260;115;2;2022;1
23;231270;115;2;2018;1
23;231270;115;2;2019;1
23;231270;115;2;2020;1
23;231270;115;2;2021;1
23;231270;115;2;2022;1
23;231270;115;3;2018;1
23;231270;115;3;2019;1
23;231270;115;3;2020;1
23;231270;115;3;2021;1
23;231270;115;3;2022;1
23;231290;115;2;2018;9
23;231290;115;2;2019;10
23;231290;115;2;2020;9
23;231290;115;2;2021;8
23;231290;115;2;2022;9
23;231290;115;3;2018;1
23;231290;115;3;2019;1
23;231290;115;3;2020;1
23;231290;115;3;2021;1
23;231290;115;3;2022;1
23;231300;115;2;2018;1
23;231300;115;2;2019;1
23;231300;115;2;2020;1
23;231300;115;2;2021;1
23;231300;115;2;2022;1
23;231300;115;3;2019;1
23;231300;115;3;2020;1
23;231300;115;3;2021;1
23;231300;115;3;2022;1
23;231310;115;2;2019;1
23;231310;115;2;2020;1
23;231310;115;2;2021;2
23;231310;115;2;2022;2
23;231320;115;2;2018;1
23;231320;115;2;2019;1
23;231320;115;2;2020;1
23;231320;115;2;2021;2
23;231320;115;2;2022;2
23;231320;115;3;2018;1
23;231320;115;3;2019;1
23;231320;115;3;2020;1
23;231320;115;3;2021;1
23;231320;115;3;2022;1
23;231330;115;2;2018;3
23;231330;115;2;2019;3
23;231330;115;2;2020;3
23;231330;115;2;2021;2
23;231330;115;2;2022;3
23;231330;115;3;2018;1
23;231330;115;3;2019;1
23;231330;115;3;2020;1
23;231330;115;3;2021;1
23;231330;115;3;2022;1
23;231340;115;2;2018;3
23;231340;115;2;2019;4
23;231340;115;2;2020;3
23;231340;115;2;2021;4
23;231340;115;2;2022;4
23;231350;115;2;2018;1
23;231350;115;2;2019;1
23;231350;115;2;2020;1
23;231350;115;2;2021;1
23;231350;115;2;2022;1
23;231360;115;2;2018;1
23;231360;115;2;2019;1
23;231360;115;2;2020;1
23;231360;115;2;2021;1
23;231360;115;2;2022;1
23;231360;115;3;2018;1
23;231360;115;3;2019;1
23;231360;115;3;2020;1
23;231360;115;3;2021;1
23;231360;115;3;2022;1
23;231370;115;2;2018;1
23;231370;115;2;2019;1
23;231370;115;2;2020;1
23;231370;115;2;2021;1
23;231370;115;2;2022;1
23;231375;115;2;2018;1
23;231375;115;2;2019;1
23;231375;115;2;2020;1
23;231375;115;2;2021;1
23;231375;115;2;2022;1
23;231380;115;2;2018;1
23;231380;115;2;2019;1
23;231380;115;2;2020;1
23;231380;115;2;2021;1
23;231380;115;2;2022;1
23;231390;115;2;2022;1
23;231395;115;2;2018;2
23;231395;115;2;2019;2
23;231395;115;2;2020;2
23;231395;115;2;2021;2
23;231395;115;2;2022;2
23;231400;115;2;2018;1
23;231400;115;2;2019;1
23;231400;115;2;2020;2
23;231400;115;2;2021;2
23;231400;115;2;2022;1
23;231410;115;2;2018;1
23;231410;115;2;2019;1
23;231410;115;2;2020;1
23;231410;115;2;2021;1
23;231410;115;2;2022;1
23;231410;115;3;2018;1
23;231410;115;3;2019;1
23;231410;115;3;2020;1
23;231410;115;3;2021;1
23;231410;115;3;2022;1
24;240020;115;2;2018;1
24;240020;115;2;2019;1
24;240020;115;2;2020;1
24;240020;115;2;2021;2
24;240020;115;2;2022;3
24;240030;115;3;2022;1
24;240050;115;2;2018;1
24;240050;115;2;2019;1
24;240050;115;2;2020;1
24;240050;115;2;2021;1
24;240050;115;2;2022;1
24;240070;115;2;2021;1
24;240070;115;2;2022;1
24;240080;115;2;2021;1
24;240080;115;2;2022;1
24;240100;115;2;2018;2
24;240100;115;2;2019;2
24;240100;115;2;2020;2
24;240100;115;2;2021;2
24;240100;115;2;2022;2
24;240100;115;3;2018;1
24;240100;115;3;2019;1
24;240100;115;3;2020;1
24;240100;115;3;2021;1
24;240100;115;3;2022;1
24;240110;115;2;2018;3
24;240110;115;2;2019;3
24;240110;115;2;2020;3
24;240110;115;2;2021;3
24;240110;115;2;2022;3
24;240140;115;2;2022;1
24;240145;115;2;2018;1
24;240145;115;2;2019;1
24;240145;115;2;2020;1
24;240145;115;2;2021;1
24;240145;115;2;2022;2
24;240200;115;2;2018;4
24;240200;115;2;2019;4
24;240200;115;2;2020;4
24;240200;115;2;2021;4
24;240200;115;2;2022;6
24;240210;115;2;2021;1
24;240210;115;2;2022;1
24;240220;115;2;2018;1
24;240220;115;2;2019;1
24;240220;115;2;2020;1
24;240220;115;2;2021;1
24;240220;115;2;2022;1
24;240230;115;2;2018;1
24;240230;115;2;2019;1
24;240230;115;2;2020;1
24;240230;115;2;2021;1
24;240230;115;2;2022;1
24;240230;115;3;2018;1
24;240230;115;3;2019;1
24;240230;115;3;2020;1
24;240230;115;3;2021;1
24;240230;115;3;2022;1
24;240240;115;2;2022;1
24;240260;115;2;2018;3
24;240260;115;2;2019;3
24;240260;115;2;2020;3
24;240260;115;2;2021;3
24;240260;115;2;2022;3
24;240290;115;2;2018;1
24;240290;115;2;2019;1
24;240290;115;2;2020;1
24;240290;115;2;2021;1
24;240290;115;2;2022;1
24;240310;115;2;2018;6
24;240310;115;2;2019;7
24;240310;115;2;2020;7
24;240310;115;2;2021;7
24;240310;115;2;2022;8
24;240310;115;3;2020;1
24;240310;115;3;2021;1
24;240310;115;3;2022;1
24;240325;115;2;2018;8
24;240325;115;2;2019;10
24;240325;115;2;2020;9
24;240325;115;2;2021;10
24;240325;115;2;2022;10
24;240340;115;2;2018;1
24;240340;115;2;2019;1
24;240340;115;2;2020;1
24;240340;115;2;2021;1
24;240360;115;2;2018;1
24;240360;115;2;2019;1
24;240360;115;2;2020;1
24;240360;115;2;2021;2
24;240360;115;2;2022;2
24;240375;115;2;2018;1
24;240375;115;2;2019;1
24;240375;115;2;2020;1
24;240375;115;2;2021;1
24;240375;115;2;2022;1
24;240380;115;2;2018;1
24;240380;115;2;2019;1
24;240380;115;2;2020;1
24;240380;115;2;2021;1
24;240380;115;2;2022;1
24;240400;115;2;2018;1
24;240400;115;2;2019;1
24;240400;115;2;2020;2
24;240400;115;2;2021;3
24;240400;115;2;2022;3
24;240420;115;2;2018;2
24;240420;115;2;2019;2
24;240420;115;2;2020;2
24;240420;115;2;2021;2
24;240420;115;2;2022;2
24;240420;115;3;2018;1
24;240420;115;3;2019;1
24;240420;115;3;2020;1
24;240420;115;3;2021;1
24;240420;115;3;2022;1
24;240450;115;2;2018;1
24;240450;115;2;2019;1
24;240450;115;2;2020;1
24;240450;115;2;2021;1
24;240450;115;2;2022;1
24;240460;115;2;2018;1
24;240460;115;2;2019;1
24;240460;115;2;2020;1
24;240460;115;2;2021;1
24;240460;115;2;2022;1
24;240485;115;2;2018;1
24;240560;115;2;2022;1
24;240570;115;2;2018;2
24;240580;115;2;2018;4
24;240580;115;2;2019;4
24;240580;115;2;2020;5
24;240580;115;2;2021;5
24;240580;115;2;2022;5
24;240610;115;2;2018;2
24;240610;115;2;2019;2
24;240610;115;2;2020;2
24;240610;115;2;2021;2
24;240610;115;2;2022;2
24;240620;115;2;2018;1
24;240620;115;2;2019;1
24;240650;115;2;2018;1
24;240650;115;2;2019;1
24;240650;115;2;2020;1
24;240650;115;2;2021;1
24;240650;115;2;2022;1
24;240650;115;3;2018;1
24;240650;115;3;2019;1
24;240650;115;3;2020;1
24;240650;115;3;2021;1
24;240680;115;2;2021;1
24;240680;115;2;2022;1
24;240690;115;2;2018;1
24;240690;115;2;2019;1
24;240690;115;2;2020;1
24;240690;115;2;2021;1
24;240690;115;2;2022;1
24;240710;115;2;2018;4
24;240710;115;2;2019;4
24;240710;115;2;2020;4
24;240710;115;2;2021;4
24;240710;115;2;2022;6
24;240710;115;3;2018;1
24;240710;115;3;2019;1
24;240710;115;3;2020;1
24;240710;115;3;2021;1
24;240710;115;3;2022;1
24;240720;115;2;2018;2
24;240720;115;2;2019;2
24;240720;115;2;2020;2
24;240720;115;2;2021;1
24;240720;115;2;2022;1
24;240750;115;2;2018;1
24;240750;115;2;2019;1
24;240750;115;2;2020;1
24;240750;115;2;2021;1
24;240750;115;2;2022;1
24;240780;115;2;2018;1
24;240780;115;2;2019;2
24;240780;115;2;2020;1
24;240780;115;2;2021;1
24;240780;115;2;2022;1
24;240800;115;2;2018;8
24;240800;115;2;2019;8
24;240800;115;2;2020;10
24;240800;115;2;2021;10
24;240800;115;2;2022;10
24;240800;115;3;2018;1
24;240800;115;3;2019;1
24;240800;115;3;2020;1
24;240800;115;3;2021;1
24;240800;115;3;2022;1
24;240810;115;2;2018;43
24;240810;115;2;2019;42
24;240810;115;2;2020;35
24;240810;115;2;2021;36
24;240810;115;2;2022;40
24;240810;115;3;2018;3
24;240810;115;3;2019;4
24;240810;115;3;2020;4
24;240810;115;3;2021;4
24;240810;115;3;2022;5
24;240820;115;2;2018;1
24;240820;115;2;2019;1
24;240820;115;2;2020;1
24;240820;115;2;2021;1
24;240820;115;2;2022;1
24;240830;115;2;2018;3
24;240830;115;2;2019;3
24;240830;115;2;2020;2
24;240830;115;2;2021;1
24;240830;115;2;2022;1
24;240830;115;3;2018;1
24;240830;115;3;2019;1
24;240830;115;3;2020;1
24;240830;115;3;2021;1
24;240830;115;3;2022;1
24;240870;115;2;2018;1
24;240870;115;2;2019;1
24;240870;115;2;2020;1
24;240870;115;2;2021;1
24;240880;115;2;2018;1
24;240880;115;2;2019;1
24;240880;115;2;2020;1
24;240880;115;2;2021;1
24;240880;115;2;2022;1
24;240890;115;2;2018;2
24;240890;115;2;2019;2
24;240890;115;2;2020;2
24;240890;115;2;2021;2
24;240890;115;2;2022;2
24;240895;115;2;2018;1
24;240895;115;2;2019;1
24;240895;115;2;2020;1
24;240895;115;2;2021;1
24;240895;115;2;2022;1
24;240910;115;3;2022;1
24;240930;115;2;2018;1
24;240930;115;2;2019;1
24;240930;115;2;2020;1
24;240930;115;2;2021;1
24;240930;115;2;2022;1
24;240930;115;3;2018;1
24;240930;115;3;2019;1
24;240930;115;3;2020;1
24;240930;115;3;2021;1
24;240930;115;3;2022;1
24;240933;115;2;2018;1
24;240933;115;2;2019;1
24;240933;115;2;2020;1
24;240940;115;2;2018;1
24;240940;115;2;2019;1
24;240940;115;2;2020;1
24;240940;115;2;2021;1
24;240940;115;2;2022;2
24;240940;115;3;2018;1
24;240940;115;3;2019;1
24;240940;115;3;2020;1
24;240940;115;3;2021;1
24;240940;115;3;2022;1
24;240980;115;2;2018;1
24;240980;115;2;2019;1
24;240980;115;2;2020;1
24;240980;115;2;2021;1
24;240980;115;2;2022;1
24;241030;115;2;2018;1
24;241030;115;2;2019;1
24;241030;115;2;2020;1
24;241030;115;2;2021;1
24;241030;115;2;2022;1
24;241090;115;2;2018;1
24;241090;115;2;2019;1
24;241090;115;2;2020;1
24;241090;115;2;2021;1
24;241090;115;2;2022;1
24;241110;115;2;2018;1
24;241110;115;2;2019;1
24;241110;115;2;2020;1
24;241110;115;2;2021;2
24;241110;115;2;2022;1
24;241120;115;2;2018;5
24;241120;115;2;2019;4
24;241120;115;2;2020;4
24;241120;115;2;2021;4
24;241120;115;2;2022;4
24;241120;115;3;2018;1
24;241120;115;3;2019;1
24;241120;115;3;2020;1
24;241120;115;3;2021;2
24;241120;115;3;2022;2
24;241142;115;2;2018;1
24;241142;115;2;2019;1
24;241142;115;2;2020;1
24;241142;115;2;2021;1
24;241142;115;2;2022;1
24;241150;115;2;2018;3
24;241150;115;2;2019;3
24;241150;115;2;2020;3
24;241150;115;2;2021;3
24;241150;115;2;2022;3
24;241200;115;2;2018;2
24;241200;115;2;2019;3
24;241200;115;2;2020;3
24;241200;115;2;2021;3
24;241200;115;2;2022;3
24;241220;115;2;2018;3
24;241220;115;2;2019;3
24;241220;115;2;2020;3
24;241220;115;2;2021;3
24;241220;115;2;2022;3
24;241230;115;2;2018;1
24;241230;115;2;2019;1
24;241230;115;2;2020;1
24;241230;115;2;2021;1
24;241230;115;2;2022;1
24;241240;115;2;2018;2
24;241240;115;2;2019;2
24;241240;115;2;2020;2
24;241240;115;2;2021;2
24;241240;115;2;2022;1
24;241250;115;2;2018;1
24;241250;115;2;2019;2
24;241250;115;2;2020;2
24;241250;115;2;2021;2
24;241250;115;2;2022;2
24;241260;115;2;2018;1
24;241260;115;2;2019;1
24;241260;115;2;2020;1
24;241260;115;2;2021;1
24;241260;115;2;2022;1
24;241270;115;2;2018;1
24;241270;115;2;2019;1
24;241270;115;2;2020;1
24;241270;115;2;2021;1
24;241270;115;2;2022;1
24;241280;115;2;2018;1
24;241280;115;2;2019;1
24;241280;115;2;2020;1
24;241280;115;2;2021;1
24;241280;115;2;2022;1
24;241290;115;2;2022;1
24;241300;115;2;2018;1
24;241300;115;2;2019;1
24;241300;115;2;2020;1
24;241300;115;2;2021;1
24;241300;115;2;2022;1
24;241335;115;2;2018;1
24;241335;115;2;2019;1
24;241335;115;2;2020;1
24;241335;115;2;2021;1
24;241335;115;2;2022;1
24;241360;115;2;2018;1
24;241360;115;2;2019;1
24;241360;115;2;2020;1
24;241360;115;2;2021;1
24;241360;115;2;2022;1
24;241430;115;2;2018;1
24;241430;115;2;2019;1
24;241440;115;2;2018;1
24;241440;115;2;2019;1
24;241440;115;2;2020;1
24;241440;115;2;2021;2
24;241440;115;2;2022;4
24;241440;115;3;2022;1
24;241450;115;2;2021;1
24;241450;115;2;2022;1
24;241460;115;2;2019;1
24;241460;115;2;2020;1
24;241460;115;2;2021;2
24;241460;115;2;2022;2
25;250010;115;2;2018;2
25;250010;115;2;2019;2
25;250010;115;2;2020;2
25;250010;115;2;2021;3
25;250010;115;2;2022;3
25;250020;115;2;2018;1
25;250020;115;2;2019;1
25;250020;115;2;2020;1
25;250020;115;2;2021;1
25;250020;115;2;2022;1
25;250030;115;2;2018;1
25;250030;115;2;2019;1
25;250030;115;2;2020;1
25;250030;115;2;2021;1
25;250030;115;2;2022;1
25;250050;115;2;2018;1
25;250050;115;2;2019;2
25;250050;115;2;2020;2
25;250050;115;2;2021;2
25;250050;115;2;2022;1
25;250053;115;2;2018;1
25;250053;115;2;2019;1
25;250053;115;2;2020;1
25;250053;115;2;2021;1
25;250053;115;2;2022;1
25;250060;115;2;2018;1
25;250060;115;2;2019;1
25;250060;115;2;2020;1
25;250060;115;2;2021;2
25;250060;115;2;2022;2
25;250070;115;2;2018;2
25;250070;115;2;2019;2
25;250070;115;2;2020;2
25;250070;115;2;2021;2
25;250070;115;2;2022;3
25;250080;115;2;2018;1
25;250080;115;2;2019;1
25;250080;115;2;2020;1
25;250080;115;2;2021;1
25;250080;115;2;2022;1
25;250100;115;2;2018;1
25;250100;115;2;2019;1
25;250100;115;2;2020;1
25;250100;115;2;2021;1
25;250100;115;2;2022;1
25;250110;115;2;2018;1
25;250110;115;2;2019;1
25;250110;115;2;2020;1
25;250110;115;2;2021;1
25;250110;115;2;2022;1
25;250130;115;2;2018;1
25;250130;115;2;2019;1
25;250130;115;2;2020;1
25;250130;115;2;2021;1
25;250130;115;2;2022;1
25;250150;115;2;2018;1
25;250150;115;2;2019;1
25;250150;115;2;2020;1
25;250150;115;2;2021;1
25;250150;115;2;2022;1
25;250153;115;2;2018;1
25;250153;115;2;2019;1
25;250153;115;2;2020;1
25;250153;115;2;2021;1
25;250153;115;2;2022;1
25;250157;115;2;2018;1
25;250157;115;2;2019;1
25;250157;115;2;2020;1
25;250157;115;2;2021;1
25;250157;115;2;2022;1
25;250160;115;2;2018;1
25;250160;115;2;2019;1
25;250160;115;2;2020;1
25;250160;115;2;2021;1
25;250160;115;2;2022;1
25;250180;115;2;2018;1
25;250180;115;2;2019;1
25;250180;115;2;2020;1
25;250180;115;2;2021;1
25;250180;115;2;2022;2
25;250190;115;2;2018;2
25;250190;115;2;2019;2
25;250190;115;2;2020;2
25;250190;115;2;2021;3
25;250190;115;2;2022;3
25;250200;115;2;2018;1
25;250200;115;2;2019;1
25;250200;115;2;2020;1
25;250200;115;2;2021;1
25;250200;115;2;2022;1
25;250215;115;2;2022;1
25;250230;115;2;2018;1
25;250230;115;2;2019;1
25;250230;115;2;2020;1
25;250230;115;2;2021;1
25;250230;115;2;2022;1
25;250240;115;2;2018;1
25;250240;115;2;2019;1
25;250250;115;2;2018;1
25;250250;115;2;2019;1
25;250250;115;2;2020;2
25;250250;115;2;2021;2
25;250250;115;2;2022;2
25;250250;115;3;2018;1
25;250250;115;3;2019;1
25;250250;115;3;2020;1
25;250250;115;3;2021;1
25;250250;115;3;2022;1
25;250270;115;2;2019;1
25;250270;115;2;2020;1
25;250280;115;2;2018;1
25;250280;115;2;2019;1
25;250280;115;2;2020;1
25;250280;115;2;2021;1
25;250290;115;2;2021;1
25;250290;115;2;2022;1
25;250300;115;2;2018;2
25;250300;115;2;2019;2
25;250300;115;2;2020;2
25;250300;115;2;2021;2
25;250300;115;2;2022;2
25;250320;115;2;2018;5
25;250320;115;2;2019;5
25;250320;115;2;2020;5
25;250320;115;2;2021;5
25;250320;115;2;2022;5
25;250330;115;2;2018;1
25;250330;115;2;2019;1
25;250330;115;2;2020;1
25;250330;115;2;2021;1
25;250330;115;2;2022;1
25;250340;115;2;2018;1
25;250340;115;2;2019;1
25;250340;115;2;2020;1
25;250340;115;2;2021;1
25;250340;115;2;2022;1
25;250360;115;2;2019;1
25;250360;115;2;2020;1
25;250360;115;2;2022;1
25;250370;115;2;2018;5
25;250370;115;2;2019;4
25;250370;115;2;2020;4
25;250370;115;2;2021;6
25;250370;115;2;2022;6
25;250380;115;2;2018;1
25;250380;115;2;2019;1
25;250380;115;2;2020;1
25;250380;115;2;2021;1
25;250380;115;2;2022;1
25;250390;115;2;2018;1
25;250390;115;2;2019;1
25;250390;115;2;2020;1
25;250390;115;2;2021;1
25;250390;115;2;2022;1
25;250400;115;2;2018;24
25;250400;115;2;2019;25
25;250400;115;2;2020;26
25;250400;115;2;2021;27
25;250400;115;2;2022;30
25;250400;115;3;2018;1
25;250400;115;3;2019;1
25;250400;115;3;2020;1
25;250400;115;3;2021;1
25;250400;115;3;2022;1
25;250403;115;2;2018;1
25;250403;115;2;2019;1
25;250403;115;2;2020;1
25;250403;115;2;2021;1
25;250403;115;2;2022;2
25;250407;115;2;2019;1
25;250407;115;2;2020;1
25;250415;115;2;2018;1
25;250415;115;2;2019;1
25;250415;115;2;2020;1
25;250415;115;2;2021;1
25;250415;115;2;2022;1
25;250420;115;2;2018;1
25;250420;115;2;2019;1
25;250420;115;2;2020;1
25;250420;115;2;2021;1
25;250420;115;2;2022;1
25;250430;115;2;2018;3
25;250430;115;2;2019;2
25;250430;115;2;2020;2
25;250430;115;2;2021;2
25;250430;115;2;2022;2
25;250440;115;2;2018;2
25;250440;115;2;2019;4
25;250440;115;2;2020;4
25;250440;115;2;2021;3
25;250440;115;2;2022;3
25;250460;115;2;2018;4
25;250460;115;2;2019;4
25;250460;115;2;2020;5
25;250460;115;2;2021;5
25;250460;115;2;2022;4
25;250470;115;2;2018;1
25;250470;115;2;2019;1
25;250470;115;2;2020;1
25;250470;115;2;2021;1
25;250470;115;2;2022;1
25;250480;115;2;2018;1
25;250480;115;2;2019;1
25;250480;115;2;2020;2
25;250480;115;2;2021;2
25;250480;115;2;2022;2
25;250485;115;2;2018;1
25;250485;115;2;2019;1
25;250485;115;2;2020;1
25;250485;115;2;2021;1
25;250485;115;2;2022;1
25;250490;115;2;2022;1
25;250500;115;2;2019;1
25;250500;115;2;2020;1
25;250510;115;2;2018;4
25;250510;115;2;2019;4
25;250510;115;2;2020;3
25;250510;115;2;2021;3
25;250510;115;2;2022;3
25;250510;115;3;2018;1
25;250510;115;3;2019;1
25;250510;115;3;2020;1
25;250510;115;3;2021;1
25;250510;115;3;2022;1
25;250540;115;2;2018;1
25;250540;115;2;2019;1
25;250540;115;2;2020;1
25;250540;115;2;2021;1
25;250540;115;2;2022;1
25;250550;115;2;2018;1
25;250560;115;2;2018;1
25;250560;115;2;2019;1
25;250560;115;2;2020;1
25;250560;115;2;2021;1
25;250560;115;2;2022;1
25;250570;115;2;2021;1
25;250570;115;2;2022;1
25;250600;115;2;2018;3
25;250600;115;2;2019;3
25;250600;115;2;2020;4
25;250600;115;2;2021;3
25;250600;115;2;2022;6
25;250610;115;2;2019;1
25;250610;115;2;2020;1
25;250610;115;2;2021;1
25;250610;115;2;2022;2
25;250630;115;2;2018;5
25;250630;115;2;2019;5
25;250630;115;2;2020;5
25;250630;115;2;2021;5
25;250630;115;2;2022;5
25;250640;115;2;2018;1
25;250640;115;2;2019;2
25;250640;115;2;2020;2
25;250640;115;2;2021;2
25;250640;115;2;2022;1
25;250660;115;2;2019;1
25;250660;115;2;2020;1
25;250660;115;2;2021;1
25;250660;115;2;2022;1
25;250670;115;2;2020;1
25;250670;115;2;2021;1
25;250670;115;2;2022;1
25;250680;115;2;2018;2
25;250680;115;2;2019;3
25;250680;115;2;2020;3
25;250680;115;2;2021;1
25;250680;115;2;2022;1
25;250690;115;2;2018;1
25;250690;115;2;2019;2
25;250690;115;2;2020;2
25;250690;115;2;2021;3
25;250690;115;2;2022;3
25;250700;115;2;2018;2
25;250700;115;2;2019;2
25;250700;115;2;2020;2
25;250700;115;2;2021;2
25;250700;115;2;2022;2
25;250710;115;2;2018;1
25;250710;115;2;2019;1
25;250710;115;2;2020;1
25;250710;115;2;2021;1
25;250710;115;2;2022;1
25;250720;115;2;2018;1
25;250720;115;2;2019;1
25;250720;115;2;2020;1
25;250720;115;2;2021;2
25;250720;115;2;2022;2
25;250730;115;2;2018;1
25;250730;115;2;2019;2
25;250730;115;2;2020;2
25;250730;115;2;2021;2
25;250730;115;2;2022;2
25;250750;115;2;2018;35
25;250750;115;2;2019;33
25;250750;115;2;2020;34
25;250750;115;2;2021;36
25;250750;115;2;2022;37
25;250750;115;3;2018;2
25;250750;115;3;2019;2
25;250750;115;3;2020;2
25;250750;115;3;2021;2
25;250750;115;3;2022;2
25;250770;115;2;2018;1
25;250770;115;2;2019;1
25;250770;115;2;2020;1
25;250770;115;2;2021;1
25;250770;115;2;2022;1
25;250790;115;2;2018;1
25;250790;115;2;2019;1
25;250800;115;2;2018;1
25;250800;115;2;2019;1
25;250800;115;2;2020;1
25;250800;115;2;2021;1
25;250800;115;2;2022;1
25;250820;115;2;2018;1
25;250820;115;2;2019;2
25;250820;115;2;2020;1
25;250820;115;2;2021;1
25;250820;115;2;2022;1
25;250830;115;2;2018;1
25;250830;115;2;2019;1
25;250830;115;2;2020;1
25;250830;115;2;2021;1
25;250830;115;2;2022;1
25;250830;115;3;2018;1
25;250830;115;3;2019;1
25;250830;115;3;2020;1
25;250830;115;3;2021;1
25;250830;115;3;2022;1
25;250850;115;2;2018;1
25;250850;115;2;2019;1
25;250850;115;2;2020;1
25;250850;115;2;2021;1
25;250850;115;2;2022;1
25;250855;115;2;2019;1
25;250855;115;2;2020;1
25;250855;115;2;2021;1
25;250855;115;2;2022;1
25;250860;115;2;2018;1
25;250860;115;2;2019;1
25;250860;115;2;2020;1
25;250890;115;2;2018;3
25;250890;115;2;2019;3
25;250890;115;2;2020;3
25;250890;115;2;2021;3
25;250890;115;2;2022;3
25;250890;115;3;2021;1
25;250890;115;3;2022;1
25;250900;115;2;2020;1
25;250900;115;2;2021;1
25;250910;115;2;2018;1
25;250910;115;2;2019;1
25;250910;115;2;2020;1
25;250910;115;2;2021;1
25;250910;115;2;2022;1
25;250930;115;2;2018;1
25;250930;115;2;2019;1
25;250930;115;2;2020;1
25;250930;115;2;2021;1
