ESTADO_CODIGO;MUNICIPIO_CODIGO;SERVICO_ESPECIALIZADO_CODIGO;SERVICO_ESPECIALIZADO_CLASSIFICACAO_CODIGO;ANO;TOTAL_SERVICO_HOSPITALAR_SAUDE_MENTAL
14;140047;115;3;2018;1
14;140047;115;3;2019;1
14;140047;115;3;2020;1
14;140047;115;3;2021;1
14;140047;115;3;2022;1
15;150010;115;2;2018;3
15;150010;115;2;2019;3
15;150010;115;2;2020;4
15;150010;115;2;2021;5
15;150010;115;2;2022;6
15;150013;115;3;2018;1
15;150013;115;3;2019;1
15;150013;115;3;2020;1
15;150013;115;3;2021;1
15;150013;115;3;2022;1
15;150020;115;2;2018;1
15;150020;115;2;2019;1
15;150020;115;2;2020;1
15;150034;115;2;2018;2
15;150034;115;2;2019;2
15;150034;115;2;2020;2
15;150034;115;2;2021;1
15;150034;115;2;2022;1
15;150034;115;3;2021;1
15;150034;115;3;2022;1
15;150040;115;2;2018;1
15;150040;115;2;2019;1
15;150040;115;2;2020;1
15;150040;115;2;2021;1
15;150040;115;2;2022;1
15;150050;115;2;2021;1
15;150050;115;2;2022;1
15;150060;115;2;2018;3
15;150060;115;2;2019;3
15;150060;115;2;2020;4
15;150060;115;2;2021;3
15;150060;115;2;2022;3
15;150060;115;3;2020;1
15;150060;115;3;2021;1
15;150060;115;3;2022;1
15;150080;115;2;2018;3
15;150080;115;2;2019;4
15;150080;115;2;2020;5
15;150080;115;2;2021;5
15;150080;115;2;2022;5
15;150085;115;2;2018;2
15;150085;115;2;2019;2
15;150085;115;2;2020;2
15;150085;115;3;2019;1
15;150085;115;3;2020;1
15;150085;115;3;2021;1
15;150085;115;3;2022;1
15;150090;115;2;2018;1
15;150090;115;2;2019;1
15;150090;115;2;2020;2
15;150090;115;2;2021;2
15;150090;115;2;2022;2
15;150095;115;2;2018;1
15;150095;115;2;2019;1
15;150095;115;2;2020;2
15;150095;115;2;2021;2
15;150095;115;2;2022;2
15;150120;115;2;2018;3
15;150120;115;2;2019;3
15;150120;115;2;2020;3
15;150120;115;2;2021;3
15;150120;115;2;2022;3
15;150125;115;3;2022;1
15;150130;115;2;2018;3
15;150130;115;2;2019;3
15;150130;115;2;2020;4
15;150130;115;2;2021;4
15;150130;115;2;2022;4
15;150140;115;2;2018;119
15;150140;115;2;2019;134
15;150140;115;2;2020;78
15;150140;115;2;2021;100
15;150140;115;2;2022;100
15;150140;115;3;2018;2
15;150140;115;3;2019;2
15;150140;115;3;2020;2
15;150140;115;3;2021;2
15;150140;115;3;2022;2
15;150145;115;2;2022;1
15;150150;115;2;2018;1
15;150150;115;2;2019;1
15;150150;115;2;2020;2
15;150150;115;2;2021;3
15;150150;115;2;2022;4
15;150160;115;2;2018;1
15;150170;115;2;2018;3
15;150170;115;2;2019;3
15;150170;115;2;2020;3
15;150170;115;2;2021;4
15;150170;115;2;2022;4
15;150170;115;3;2018;1
15;150170;115;3;2019;1
15;150170;115;3;2020;1
15;150170;115;3;2021;1
15;150170;115;3;2022;1
15;150172;115;2;2018;1
15;150172;115;2;2019;1
15;150172;115;2;2020;1
15;150172;115;2;2021;1
15;150172;115;2;2022;1
15;150178;115;2;2018;1
15;150178;115;2;2019;1
15;150178;115;2;2020;1
15;150178;115;2;2021;1
15;150178;115;2;2022;1
15;150180;115;2;2018;1
15;150180;115;2;2019;1
15;150180;115;2;2020;1
15;150180;115;2;2021;1
15;150180;115;2;2022;2
15;150190;115;2;2018;1
15;150190;115;2;2019;2
15;150190;115;2;2020;2
15;150190;115;2;2021;2
15;150190;115;2;2022;2
15;150195;115;2;2020;1
15;150195;115;2;2021;1
15;150195;115;2;2022;1
15;150210;115;2;2018;4
15;150210;115;2;2019;5
15;150210;115;2;2020;4
15;150210;115;2;2021;3
15;150210;115;2;2022;4
15;150215;115;2;2018;4
15;150215;115;2;2019;4
15;150215;115;2;2020;5
15;150215;115;2;2021;7
15;150215;115;2;2022;10
15;150215;115;3;2018;1
15;150215;115;3;2019;1
15;150215;115;3;2020;1
15;150215;115;3;2021;1
15;150215;115;3;2022;1
15;150220;115;2;2018;2
15;150220;115;2;2019;4
15;150220;115;2;2020;4
15;150220;115;2;2021;4
15;150220;115;2;2022;5
15;150230;115;2;2021;1
15;150230;115;2;2022;1
15;150240;115;2;2018;4
15;150240;115;2;2019;4
15;150240;115;2;2020;5
15;150240;115;2;2021;5
15;150240;115;2;2022;4
15;150240;115;3;2022;1
15;150270;115;2;2018;4
15;150270;115;2;2019;4
15;150270;115;2;2020;4
15;150270;115;2;2021;4
15;150270;115;2;2022;4
15;150270;115;3;2018;1
15;150270;115;3;2019;1
15;150270;115;3;2020;1
15;150270;115;3;2021;1
15;150270;115;3;2022;1
15;150275;115;2;2022;1
15;150276;115;2;2018;1
15;150276;115;2;2019;1
15;150276;115;2;2020;1
15;150276;115;2;2021;1
15;150276;115;2;2022;1
15;150277;115;3;2018;1
15;150277;115;3;2019;1
15;150277;115;3;2020;1
15;150277;115;3;2021;1
15;150277;115;3;2022;1
15;150280;115;2;2018;1
15;150280;115;2;2019;1
15;150280;115;2;2020;1
15;150280;115;2;2021;1
15;150280;115;2;2022;1
15;150285;115;2;2022;1
15;150290;115;2;2018;3
15;150290;115;2;2019;3
15;150290;115;2;2020;3
15;150290;115;2;2021;3
15;150290;115;2;2022;3
15;150293;115;2;2018;1
15;150293;115;2;2019;1
15;150293;115;2;2020;1
15;150293;115;2;2021;1
15;150293;115;2;2022;1
15;150293;115;3;2022;1
15;150295;115;2;2018;1
15;150295;115;2;2019;1
15;150295;115;2;2020;1
15;150295;115;2;2021;1
15;150295;115;2;2022;2
15;150295;115;3;2022;1
15;150304;115;2;2018;2
15;150304;115;2;2019;2
15;150304;115;2;2020;2
15;150304;115;2;2021;2
15;150304;115;2;2022;1
15;150304;115;3;2018;1
15;150304;115;3;2019;1
15;150304;115;3;2021;1
15;150304;115;3;2022;1
15;150307;115;2;2022;1
15;150309;115;2;2018;1
15;150309;115;2;2019;1
15;150309;115;2;2020;1
15;150309;115;2;2021;1
15;150309;115;2;2022;1
15;150310;115;2;2018;1
15;150310;115;2;2019;1
15;150310;115;2;2020;1
15;150310;115;2;2021;1
15;150310;115;2;2022;1
15;150320;115;2;2018;1
15;150320;115;2;2019;1
15;150320;115;2;2020;1
15;150320;115;2;2021;1
15;150320;115;2;2022;2
15;150330;115;2;2018;2
15;150330;115;2;2019;2
15;150330;115;2;2020;2
15;150330;115;2;2021;2
15;150330;115;2;2022;2
15;150340;115;2;2018;1
15;150340;115;2;2019;1
15;150340;115;2;2020;1
15;150340;115;2;2021;1
15;150340;115;2;2022;1
15;150345;115;2;2018;1
15;150345;115;2;2019;1
15;150345;115;2;2020;1
15;150345;115;2;2021;1
15;150345;115;2;2022;1
15;150350;115;2;2018;2
15;150350;115;2;2019;2
15;150350;115;2;2020;2
15;150350;115;2;2021;1
15;150350;115;2;2022;1
15;150360;115;2;2018;1
15;150360;115;2;2019;1
15;150360;115;2;2020;1
15;150360;115;2;2021;1
15;150360;115;2;2022;2
15;150370;115;2;2018;1
15;150370;115;2;2019;2
15;150370;115;2;2020;2
15;150370;115;2;2021;2
15;150370;115;2;2022;2
15;150380;115;2;2018;2
15;150380;115;2;2019;2
15;150380;115;2;2020;2
15;150380;115;2;2021;2
15;150380;115;2;2022;2
15;150390;115;2;2018;1
15;150390;115;2;2019;3
15;150390;115;2;2020;3
15;150390;115;2;2021;4
15;150390;115;2;2022;4
15;150405;115;2;2018;1
15;150405;115;2;2019;1
15;150405;115;2;2020;1
15;150405;115;2;2021;1
15;150405;115;2;2022;1
15;150405;115;3;2019;1
15;150405;115;3;2020;1
15;150405;115;3;2021;1
15;150405;115;3;2022;1
15;150410;115;2;2020;1
15;150420;115;2;2018;2
15;150420;115;2;2019;2
15;150420;115;2;2020;3
15;150420;115;2;2021;3
15;150420;115;2;2022;6
15;150420;115;3;2018;1
15;150420;115;3;2019;1
15;150420;115;3;2020;1
15;150420;115;3;2021;1
15;150420;115;3;2022;1
15;150440;115;2;2018;1
15;150440;115;2;2019;1
15;150440;115;2;2020;1
15;150440;115;2;2021;1
15;150440;115;2;2022;1
15;150442;115;2;2018;4
15;150442;115;2;2019;4
15;150442;115;2;2020;4
15;150442;115;2;2021;5
15;150442;115;2;2022;6
15;150445;115;2;2018;1
15;150445;115;2;2019;1
15;150445;115;2;2020;1
15;150445;115;2;2021;1
15;150445;115;2;2022;1
15;150450;115;2;2018;1
15;150450;115;2;2019;1
15;150450;115;2;2020;1
15;150450;115;2;2021;1
15;150450;115;2;2022;1
15;150460;115;2;2018;1
15;150460;115;2;2019;1
15;150460;115;2;2020;1
15;150460;115;2;2021;1
15;150460;115;2;2022;1
15;150470;115;2;2018;1
15;150470;115;2;2019;1
15;150470;115;2;2020;1
15;150470;115;2;2021;1
15;150470;115;2;2022;1
15;150480;115;2;2020;1
15;150480;115;2;2021;2
15;150480;115;2;2022;3
15;150480;115;3;2021;1
15;150480;115;3;2022;1
15;150490;115;2;2018;1
15;150490;115;2;2019;1
15;150490;115;2;2022;1
15;150495;115;2;2022;1
15;150495;115;3;2020;1
15;150495;115;3;2021;1
15;150495;115;3;2022;1
15;150503;115;2;2018;3
15;150503;115;2;2019;3
15;150503;115;2;2020;3
15;150503;115;2;2021;2
15;150503;115;2;2022;2
15;150503;115;3;2019;1
15;150503;115;3;2020;1
15;150503;115;3;2021;1
15;150503;115;3;2022;1
15;150506;115;2;2019;1
15;150506;115;2;2020;1
15;150506;115;2;2021;1
15;150506;115;2;2022;1
15;150510;115;2;2018;2
15;150510;115;2;2019;2
15;150510;115;2;2020;2
15;150510;115;2;2021;2
15;150510;115;2;2022;2
15;150520;115;2;2022;2
15;150530;115;2;2018;1
15;150530;115;2;2019;1
15;150530;115;2;2020;1
15;150530;115;2;2021;1
15;150530;115;2;2022;3
15;150540;115;2;2018;1
15;150540;115;2;2019;1
15;150540;115;2;2020;1
15;150540;115;2;2021;1
15;150540;115;2;2022;1
15;150540;115;3;2018;1
15;150540;115;3;2019;1
15;150540;115;3;2020;1
15;150540;115;3;2021;1
15;150540;115;3;2022;1
15;150543;115;2;2018;2
15;150543;115;2;2019;2
15;150543;115;2;2020;2
15;150543;115;2;2021;2
15;150543;115;2;2022;4
15;150543;115;3;2018;1
15;150543;115;3;2019;1
15;150543;115;3;2020;1
15;150543;115;3;2021;1
15;150543;115;3;2022;1
15;150548;115;2;2018;1
15;150548;115;2;2019;1
15;150548;115;2;2020;1
15;150548;115;2;2021;1
15;150548;115;2;2022;1
15;150548;115;3;2018;1
15;150548;115;3;2019;1
15;150548;115;3;2020;1
15;150548;115;3;2021;1
15;150548;115;3;2022;1
15;150549;115;3;2020;1
15;150549;115;3;2021;1
15;150549;115;3;2022;1
15;150550;115;2;2018;3
15;150550;115;2;2019;3
15;150550;115;2;2020;4
15;150550;115;2;2021;4
15;150550;115;2;2022;4
15;150553;115;2;2018;6
15;150553;115;2;2019;17
15;150553;115;2;2020;16
15;150553;115;2;2021;14
15;150553;115;2;2022;14
15;150553;115;3;2018;1
15;150553;115;3;2019;1
15;150553;115;3;2020;1
15;150553;115;3;2021;1
15;150553;115;3;2022;1
15;150560;115;2;2018;1
15;150560;115;2;2019;1
15;150560;115;2;2020;1
15;150560;115;2;2022;1
15;150580;115;2;2018;1
15;150580;115;2;2019;1
15;150580;115;2;2020;1
15;150580;115;2;2021;1
15;150580;115;2;2022;1
15;150580;115;3;2022;1
15;150590;115;2;2018;3
15;150590;115;2;2019;3
15;150590;115;2;2020;3
15;150590;115;2;2021;2
15;150590;115;2;2022;2
15;150613;115;2;2018;3
15;150613;115;2;2019;5
15;150613;115;2;2020;5
15;150613;115;2;2021;6
15;150613;115;2;2022;6
15;150613;115;3;2018;2
15;150613;115;3;2019;2
15;150613;115;3;2020;2
15;150613;115;3;2021;2
15;150613;115;3;2022;2
15;150616;115;2;2018;2
15;150616;115;2;2019;2
15;150616;115;2;2020;2
15;150616;115;2;2021;2
15;150616;115;2;2022;2
15;150618;115;2;2018;1
15;150618;115;2;2019;1
15;150618;115;2;2020;1
15;150618;115;2;2021;1
15;150618;115;2;2022;1
15;150619;115;2;2018;2
15;150619;115;2;2019;2
15;150619;115;2;2020;2
15;150619;115;2;2021;2
15;150619;115;2;2022;2
15;150619;115;3;2018;1
15;150619;115;3;2019;1
15;150619;115;3;2020;1
15;150619;115;3;2021;1
15;150619;115;3;2022;1
15;150620;115;2;2018;1
15;150620;115;2;2019;1
15;150620;115;2;2020;1
15;150620;115;2;2021;1
15;150620;115;2;2022;1
15;150620;115;3;2018;1
15;150620;115;3;2019;1
15;150620;115;3;2020;1
15;150620;115;3;2021;1
15;150620;115;3;2022;1
15;150635;115;2;2022;1
15;150650;115;2;2018;3
15;150650;115;2;2019;4
15;150650;115;2;2020;3
15;150650;115;2;2021;3
15;150650;115;2;2022;3
15;150655;115;2;2018;1
15;150655;115;2;2019;1
15;150655;115;2;2021;1
15;150655;115;2;2022;1
15;150658;115;2;2018;1
15;150658;115;2;2019;1
