ESTADO_CODIGO;MUNICIPIO_CODIGO;TIPO_UNIDADE_CODIGO;TIPO_LEITO_CODIGO;LEITO_ESPECIALIZACAO_CODIGO;ANO;TOTAL_LEITOS_SAUDE_MENTAL
31;312400;5;2;87;2019;2
31;312400;5;2;87;2020;2
31;312400;5;2;87;2021;2
31;312400;5;2;87;2022;2
31;312410;5;2;87;2018;0
31;312410;5;2;87;2019;0
31;312410;5;2;87;2020;0
31;312410;5;2;87;2021;0
31;312410;5;2;87;2022;0
31;312420;5;2;87;2018;1
31;312420;5;2;87;2019;1
31;312420;5;2;87;2020;1
31;312420;5;2;87;2021;1
31;312420;5;2;87;2022;1
31;312490;5;2;87;2018;1
31;312490;5;2;87;2019;1
31;312490;5;2;87;2020;1
31;312490;5;2;87;2021;1
31;312490;5;2;87;2022;1
31;312490;5;6;47;2018;0
31;312510;5;1;5;2018;1
31;312510;5;1;5;2019;1
31;312510;5;1;5;2020;1
31;312510;5;1;5;2021;1
31;312510;5;1;5;2022;1
31;312510;5;6;47;2018;1
31;312510;5;6;47;2019;1
31;312510;5;6;47;2020;1
31;312510;5;6;47;2021;1
31;312510;5;6;47;2022;1
31;312610;5;2;87;2020;0
31;312610;5;2;87;2021;0
31;312610;5;2;87;2022;0
31;312670;5;2;87;2018;3
31;312670;5;2;87;2019;3
31;312670;5;2;87;2020;3
31;312670;5;2;87;2021;3
31;312670;5;2;87;2022;3
31;312770;5;1;5;2018;0
31;312770;5;1;5;2019;0
31;312770;5;1;5;2020;0
31;312770;5;1;5;2021;2
31;312770;5;1;5;2022;2
31;312770;5;2;87;2018;10
31;312770;5;2;87;2019;10
31;312770;5;2;87;2020;10
31;312770;5;2;87;2021;10
31;312770;5;2;87;2022;10
31;312770;5;6;47;2018;10
31;312770;5;6;47;2019;10
31;312770;5;6;47;2020;10
31;312770;5;6;47;2021;10
31;312780;5;2;87;2018;3
31;312780;5;2;87;2019;3
31;312780;5;2;87;2020;3
31;312780;5;2;87;2021;3
31;312780;5;2;87;2022;3
31;312870;5;6;47;2021;0
31;312870;5;6;47;2022;0
31;312940;5;2;87;2018;4
31;312940;5;2;87;2019;4
31;312940;5;2;87;2020;4
31;312940;5;2;87;2021;4
31;312940;5;2;87;2022;4
31;312950;5;6;47;2018;1
31;312950;5;6;47;2019;1
31;312980;5;2;87;2018;2
31;312980;5;2;87;2019;2
31;312980;5;2;87;2020;2
31;312980;5;2;87;2021;2
31;312980;5;2;87;2022;2
31;313120;5;2;87;2018;6
31;313120;5;2;87;2019;6
31;313120;5;2;87;2020;6
31;313120;5;2;87;2021;6
31;313120;5;2;87;2022;6
31;313130;5;2;87;2018;11
31;313130;5;2;87;2019;11
31;313130;5;2;87;2020;11
31;313130;5;2;87;2021;11
31;313130;5;2;87;2022;11
31;313130;5;6;47;2018;2
31;313130;5;6;47;2019;2
31;313130;5;6;47;2020;2
31;313130;5;6;47;2021;2
31;313130;5;6;47;2022;2
31;313170;5;2;87;2018;6
31;313170;5;2;87;2019;6
31;313170;5;2;87;2020;6
31;313170;5;2;87;2021;6
31;313170;5;2;87;2022;6
31;313180;5;7;73;2022;1
31;313190;5;2;87;2018;2
31;313190;5;2;87;2019;2
31;313190;5;2;87;2020;2
31;313190;5;2;87;2021;2
31;313190;5;2;87;2022;2
31;313210;5;7;73;2018;3
31;313210;5;7;73;2019;3
31;313210;5;7;73;2020;3
31;313210;5;7;73;2021;3
31;313210;5;7;73;2022;3
31;313220;5;2;87;2018;0
31;313220;5;2;87;2019;0
31;313220;5;2;87;2020;0
31;313220;5;2;87;2021;0
31;313220;5;2;87;2022;0
31;313240;5;1;5;2018;1
31;313240;5;1;5;2019;1
31;313240;5;1;5;2020;1
31;313240;5;1;5;2021;1
31;313240;5;1;5;2022;1
31;313240;5;6;47;2018;1
31;313240;5;6;47;2022;2
31;313250;5;2;87;2018;2
31;313250;5;2;87;2019;2
31;313250;5;2;87;2020;2
31;313250;5;2;87;2021;2
31;313250;5;2;87;2022;2
31;313270;5;2;87;2018;2
31;313270;5;2;87;2019;2
31;313270;5;2;87;2020;2
31;313270;5;2;87;2021;2
31;313270;5;2;87;2022;2
31;313310;5;1;5;2018;1
31;313310;5;1;5;2019;1
31;313310;5;1;5;2020;1
31;313310;5;1;5;2021;1
31;313310;5;1;5;2022;1
31;313330;5;2;87;2018;2
31;313330;5;2;87;2019;2
31;313330;5;2;87;2020;2
31;313330;5;2;87;2021;2
31;313330;5;2;87;2022;2
31;313330;5;7;73;2020;1
31;313330;5;7;73;2021;1
31;313420;7;6;47;2018;46
31;313420;7;6;47;2019;46
31;313420;7;6;47;2020;46
31;313420;7;6;47;2021;46
31;313420;7;6;47;2022;46
31;313440;5;6;47;2018;2
31;313440;5;6;47;2019;2
31;313440;5;6;47;2020;2
31;313440;5;6;47;2021;2
31;313440;5;6;47;2022;2
31;313460;5;2;87;2022;0
31;313470;5;7;73;2018;4
31;313470;5;7;73;2019;4
31;313470;5;7;73;2020;4
31;313470;5;7;73;2021;4
31;313505;5;2;87;2022;0
31;313510;5;2;87;2018;6
31;313510;5;2;87;2019;6
31;313510;5;2;87;2020;6
31;313510;5;2;87;2021;6
31;313510;5;2;87;2022;6
31;313520;5;2;87;2021;0
31;313520;5;2;87;2022;0
31;313580;5;2;87;2018;4
31;313580;5;2;87;2019;4
31;313580;5;2;87;2020;4
31;313580;5;2;87;2021;4
31;313580;5;2;87;2022;4
31;313580;5;7;73;2021;4
31;313600;5;2;87;2018;1
31;313600;5;2;87;2019;1
31;313600;5;2;87;2020;1
31;313600;5;2;87;2021;1
31;313600;5;2;87;2022;1
31;313620;5;6;47;2018;4
31;313620;5;6;47;2019;4
31;313620;5;6;47;2020;4
31;313670;5;1;5;2018;6
31;313670;5;1;5;2019;6
31;313670;5;1;5;2020;0
31;313670;5;1;5;2021;5
31;313670;5;1;5;2022;6
31;313670;5;2;87;2018;24
31;313670;5;2;87;2019;24
31;313670;5;2;87;2020;24
31;313670;5;2;87;2021;24
31;313670;5;2;87;2022;24
31;313670;5;6;47;2018;16
31;313670;5;6;47;2019;16
31;313670;5;6;47;2020;16
31;313670;5;6;47;2021;16
31;313670;5;6;47;2022;26
31;313670;7;6;47;2018;0
31;313670;7;6;47;2019;0
31;313670;7;6;47;2020;0
31;313670;7;6;47;2021;0
31;313670;7;6;47;2022;0
31;313670;62;6;47;2019;0
31;313670;62;6;47;2020;0
31;313670;62;6;47;2021;0
31;313670;62;6;47;2022;0
31;313750;5;6;47;2022;2
31;313760;5;2;87;2022;0
31;313760;5;6;47;2018;1
31;313760;5;6;47;2019;1
31;313760;5;6;47;2020;1
31;313780;5;2;87;2022;0
31;313840;5;2;87;2018;4
31;313840;5;2;87;2019;4
31;313840;5;2;87;2020;4
31;313840;5;2;87;2021;4
31;313840;5;2;87;2022;4
31;313880;5;2;87;2021;0
31;313880;5;2;87;2022;0
31;313890;5;2;87;2022;0
31;313920;5;6;47;2021;1
31;313920;5;6;47;2022;1
31;313930;5;6;47;2018;6
31;313930;5;6;47;2019;6
31;313930;5;6;47;2020;6
31;313930;5;6;47;2021;6
31;313930;5;7;73;2022;3
31;313940;5;6;47;2018;0
31;313940;5;6;47;2019;0
31;313940;5;6;47;2020;0
31;313940;5;6;47;2021;2
31;313950;5;6;47;2022;6
31;313960;5;7;73;2021;2
31;313960;5;7;73;2022;2
31;314000;5;1;5;2018;1
31;314000;5;1;5;2019;1
31;314000;5;1;5;2020;1
31;314000;5;1;5;2021;1
31;314000;5;1;5;2022;1
31;314000;5;2;87;2018;2
31;314000;5;2;87;2019;2
31;314000;5;2;87;2020;2
31;314000;5;2;87;2021;2
31;314000;5;2;87;2022;2
31;314090;5;7;73;2022;3
31;314140;5;2;87;2022;0
31;314140;5;7;73;2018;1
31;314140;5;7;73;2019;1
31;314140;5;7;73;2020;1
31;314140;5;7;73;2021;1
31;314180;5;2;87;2018;3
31;314180;5;2;87;2019;3
31;314180;5;2;87;2020;3
31;314180;5;2;87;2021;3
31;314180;5;2;87;2022;3
31;314180;5;6;47;2018;3
31;314180;5;7;73;2018;3
31;314200;5;2;87;2022;0
31;314220;5;2;87;2021;0
31;314220;5;2;87;2022;0
31;314290;5;2;87;2018;2
31;314290;5;2;87;2019;2
31;314290;5;2;87;2020;2
31;314290;5;2;87;2021;2
31;314290;5;2;87;2022;2
31;314310;5;6;47;2019;2
31;314310;5;6;47;2020;1
31;314310;5;6;47;2021;1
31;314310;5;6;47;2022;1
31;314320;5;2;87;2018;1
31;314320;5;2;87;2019;1
31;314320;5;2;87;2020;1
31;314320;5;2;87;2021;1
31;314320;5;2;87;2022;1
31;314330;5;1;5;2018;11
31;314330;5;1;5;2019;11
31;314330;5;1;5;2020;6
31;314330;5;1;5;2021;6
31;314330;5;1;5;2022;6
31;314330;5;2;87;2018;16
31;314330;5;2;87;2019;16
31;314330;5;2;87;2020;16
31;314330;5;2;87;2021;16
31;314330;5;2;87;2022;16
31;314330;5;6;47;2018;9
31;314330;5;6;47;2019;9
31;314330;5;6;47;2020;6
31;314330;5;6;47;2021;6
31;314330;5;6;47;2022;6
31;314350;5;2;87;2018;2
31;314350;5;2;87;2019;2
31;314350;5;2;87;2020;2
31;314350;5;2;87;2021;2
31;314350;5;2;87;2022;2
31;314390;5;2;87;2018;8
31;314390;5;2;87;2019;8
31;314390;5;2;87;2020;7
31;314390;5;2;87;2021;7
31;314390;5;2;87;2022;7
31;314430;5;2;87;2022;0
31;314480;5;1;5;2018;0
31;314480;5;1;5;2019;0
31;314480;5;1;5;2020;0
31;314480;5;1;5;2021;0
31;314530;5;2;87;2018;1
31;314530;5;2;87;2019;1
31;314530;5;2;87;2020;1
31;314530;5;2;87;2021;1
31;314530;5;2;87;2022;1
31;314560;5;1;5;2018;2
31;314560;5;1;5;2019;2
31;314610;5;2;87;2018;6
31;314610;5;2;87;2019;6
31;314610;5;2;87;2020;6
31;314610;5;2;87;2021;6
31;314610;5;2;87;2022;6
31;314630;5;2;87;2018;1
31;314630;5;2;87;2019;1
31;314630;5;2;87;2020;1
31;314630;5;2;87;2021;1
31;314630;5;2;87;2022;1
31;314700;5;6;47;2022;4
31;314700;62;1;5;2018;0
31;314700;62;1;5;2019;0
31;314700;62;1;5;2020;0
31;314700;62;1;5;2021;0
31;314700;62;1;5;2022;0
31;314700;62;6;47;2018;0
31;314700;62;6;47;2019;0
31;314700;62;6;47;2020;0
31;314700;62;6;47;2021;0
31;314700;62;6;47;2022;0
31;314710;5;2;87;2021;0
31;314760;5;1;5;2018;1
31;314760;5;1;5;2019;1
31;314760;5;1;5;2020;2
31;314760;5;1;5;2021;1
31;314760;5;1;5;2022;1
31;314770;5;2;87;2021;0
31;314770;5;2;87;2022;0
31;314790;5;1;5;2018;2
31;314790;5;1;5;2019;2
31;314790;5;1;5;2020;2
31;314790;5;1;5;2021;2
31;314790;5;1;5;2022;2
31;314790;7;6;47;2018;120
31;314800;5;1;5;2018;0
31;314800;5;1;5;2019;0
31;314800;5;1;5;2020;0
31;314800;5;1;5;2021;0
31;314810;5;1;5;2018;0
31;314810;5;1;5;2019;0
31;314810;5;1;5;2020;0
31;314810;5;1;5;2021;0
31;314810;5;1;5;2022;0
31;314810;5;2;87;2018;15
31;314810;5;2;87;2019;15
31;314810;5;2;87;2020;15
31;314810;5;2;87;2021;15
31;314810;5;2;87;2022;15
31;314810;5;6;47;2018;5
31;314810;5;6;47;2019;5
31;314810;5;6;47;2020;5
31;314810;5;6;47;2021;5
31;314860;5;2;87;2021;0
31;314860;5;2;87;2022;0
31;314870;5;2;87;2022;0
31;314870;5;7;73;2018;2
31;314870;5;7;73;2019;2
31;314870;5;7;73;2020;2
31;314870;5;7;73;2021;2
31;314910;5;6;47;2018;1
31;314910;5;6;47;2019;1
31;314930;5;6;47;2018;1
31;314930;5;6;47;2019;1
31;314930;5;6;47;2020;1
31;314930;5;6;47;2021;1
31;314930;5;6;47;2022;2
31;315120;5;6;47;2018;2
31;315120;5;6;47;2019;2
31;315120;5;6;47;2020;2
31;315120;5;6;47;2021;2
31;315120;5;6;47;2022;2
31;315140;5;2;87;2022;0
31;315150;62;1;5;2022;0
31;315170;5;2;87;2019;0
31;315170;5;2;87;2020;8
31;315170;5;2;87;2021;8
31;315170;5;2;87;2022;8
31;315180;5;1;5;2018;3
31;315180;5;1;5;2019;3
31;315180;5;1;5;2020;3
31;315180;5;1;5;2021;3
31;315180;5;1;5;2022;2
31;315180;5;2;87;2018;8
31;315180;5;2;87;2019;8
31;315180;5;2;87;2020;8
31;315180;5;2;87;2021;8
31;315180;5;2;87;2022;8
31;315180;5;6;47;2018;1
31;315180;5;6;47;2019;1
31;315180;5;6;47;2020;1
31;315180;5;6;47;2021;1
31;315180;5;6;47;2022;0
31;315200;5;2;87;2018;4
31;315200;5;2;87;2019;4
31;315200;5;2;87;2020;4
31;315200;5;2;87;2021;4
31;315200;5;2;87;2022;4
31;315210;5;1;5;2018;1
31;315210;5;1;5;2019;1
31;315210;5;1;5;2020;0
31;315210;5;1;5;2021;1
31;315210;5;1;5;2022;2
31;315210;5;7;73;2021;4
31;315220;5;2;87;2018;0
31;315220;5;2;87;2019;0
31;315220;5;2;87;2020;0
31;315220;5;2;87;2021;0
31;315220;5;2;87;2022;0
31;315240;5;2;87;2018;1
31;315240;5;2;87;2019;1
31;315240;5;2;87;2020;1
31;315240;5;2;87;2021;1
31;315240;5;2;87;2022;1
31;315250;5;1;5;2018;1
31;315250;5;1;5;2019;1
31;315250;5;1;5;2020;1
31;315250;5;1;5;2021;1
31;315250;5;1;5;2022;1
31;315250;5;2;87;2018;0
31;315250;5;2;87;2019;8
31;315250;5;2;87;2020;8
31;315250;5;2;87;2021;8
31;315250;5;2;87;2022;8
31;315250;5;7;73;2019;8
31;315250;5;7;73;2020;8
31;315250;5;7;73;2021;8
31;315250;5;7;73;2022;8
31;315260;5;2;87;2018;4
31;315260;5;2;87;2019;4
31;315260;5;2;87;2020;4
31;315260;5;2;87;2021;4
31;315260;5;2;87;2022;4
31;315430;5;2;87;2018;3
31;315430;5;2;87;2019;3
31;315430;5;2;87;2020;3
31;315430;5;2;87;2021;3
31;315430;5;2;87;2022;3
31;315460;5;2;87;2018;0
31;315460;5;2;87;2019;0
31;315460;5;2;87;2020;0
31;315460;5;2;87;2021;0
31;315570;5;6;47;2018;1
31;315570;5;6;47;2019;1
31;315570;5;6;47;2020;1
31;315580;5;2;87;2018;2
31;315580;5;2;87;2019;2
31;315580;5;2;87;2020;2
31;315580;5;2;87;2021;2
31;315580;5;2;87;2022;2
31;315600;5;6;47;2021;1
31;315660;5;2;87;2018;0
31;315660;5;2;87;2019;0
31;315660;5;2;87;2020;0
31;315660;5;2;87;2021;0
31;315660;5;2;87;2022;0
31;315660;5;6;47;2021;1
31;315670;5;2;87;2022;0
31;315690;5;6;47;2018;1
31;315690;5;6;47;2019;1
31;315690;5;6;47;2020;2
31;315690;5;6;47;2021;2
31;315690;5;6;47;2022;2
31;315700;5;2;87;2018;3
31;315700;5;2;87;2019;3
31;315700;5;2;87;2020;3
31;315700;5;2;87;2021;3
31;315700;5;2;87;2022;3
31;315720;5;2;87;2022;0
31;315960;5;2;87;2018;4
31;315960;5;2;87;2019;4
31;315960;5;2;87;2020;4
31;315960;5;2;87;2021;4
31;315960;5;2;87;2022;4
31;316100;5;2;87;2018;1
31;316100;5;2;87;2019;1
31;316100;5;2;87;2020;1
31;316100;5;2;87;2021;1
31;316100;5;2;87;2022;1
31;316100;5;7;73;2018;1
31;316100;5;7;73;2019;1
31;316100;5;7;73;2020;1
31;316100;5;7;73;2021;1
31;316110;5;6;47;2022;4
31;316110;5;7;73;2018;5
31;316110;5;7;73;2019;5
31;316210;5;6;47;2022;2
31;316270;5;2;87;2018;0
31;316270;5;2;87;2019;0
31;316280;5;6;47;2022;1
31;316470;7;6;47;2018;160
31;316470;7;6;47;2019;160
31;316470;7;6;47;2020;160
31;316470;7;6;47;2021;160
31;316470;7;6;47;2022;160
31;316530;5;2;87;2018;1
31;316530;5;2;87;2019;1
31;316530;5;2;87;2020;1
31;316530;5;2;87;2021;1
31;316530;5;2;87;2022;1
31;316680;5;6;47;2021;2
31;316680;5;6;47;2022;2
31;316720;5;1;5;2019;0
31;316720;5;1;5;2020;0
31;316720;5;1;5;2021;0
31;316720;5;1;5;2022;1
31;316720;5;6;47;2018;4
31;316720;5;6;47;2019;4
31;316720;5;6;47;2020;4
31;316720;5;6;47;2021;4
31;316720;5;6;47;2022;4
31;316800;5;6;47;2021;4
31;316800;5;6;47;2022;4
31;316860;5;2;87;2018;0
31;316860;5;2;87;2019;0
31;316860;5;2;87;2020;8
31;316860;5;2;87;2021;8
31;316860;5;2;87;2022;8
31;316935;5;2;87;2018;0
31;316935;5;2;87;2019;0
31;316940;5;2;87;2018;6
31;316940;5;2;87;2019;6
31;316940;5;2;87;2020;12
31;316940;5;2;87;2021;12
31;316940;5;2;87;2022;12
31;316970;5;2;87;2018;2
31;316970;5;2;87;2019;2
31;316970;5;2;87;2020;2
31;316970;5;2;87;2021;2
31;316970;5;2;87;2022;2
31;316990;5;2;87;2018;7
31;316990;5;2;87;2019;7
31;316990;5;2;87;2020;7
31;316990;5;2;87;2021;7
31;316990;5;2;87;2022;7
31;317010;5;1;5;2018;10
31;317010;5;1;5;2019;10
31;317010;5;2;87;2018;6
31;317010;5;2;87;2019;6
31;317010;5;2;87;2020;6
31;317010;5;2;87;2021;6
31;317010;5;2;87;2022;6
31;317010;5;6;47;2018;2
31;317010;5;6;47;2019;2
31;317010;5;6;47;2020;1
31;317010;5;6;47;2021;1
31;317010;5;6;47;2022;1
31;317010;7;1;5;2020;0
31;317010;7;1;5;2021;0
31;317010;7;1;5;2022;0
31;317010;7;6;47;2018;97
31;317010;7;6;47;2019;97
31;317010;7;6;47;2020;97
31;317010;7;6;47;2021;97
31;317010;7;6;47;2022;97
31;317010;7;7;73;2022;8
31;317020;5;1;5;2018;10
31;317020;5;1;5;2019;10
31;317020;5;1;5;2020;10
31;317020;5;1;5;2021;10
31;317020;5;1;5;2022;4
31;317020;5;2;87;2018;25
31;317020;5;2;87;2019;25
31;317020;5;2;87;2020;25
31;317020;5;2;87;2021;25
31;317020;5;2;87;2022;25
31;317020;5;6;47;2020;0
31;317020;5;6;47;2021;0
31;317020;5;6;47;2022;0
31;317040;5;7;73;2018;2
31;317040;5;7;73;2019;2
31;317040;5;7;73;2020;2
31;317070;5;1;5;2018;1
31;317070;5;1;5;2019;1
31;317070;5;1;5;2020;1
31;317070;5;1;5;2021;1
31;317070;5;1;5;2022;1
31;317080;5;6;47;2018;2
31;317080;5;6;47;2019;2
31;317080;5;6;47;2020;2
31;317080;5;6;47;2021;2
31;317080;5;6;47;2022;2
31;317100;5;2;87;2022;0
31;317100;5;6;47;2021;3
31;317120;5;2;87;2018;0
31;317120;5;2;87;2019;0
31;317120;5;6;47;2020;2
31;317120;5;6;47;2021;2
31;317120;5;6;47;2022;4
31;317130;5;2;87;2018;10
31;317130;5;2;87;2019;10
31;317130;5;2;87;2020;10
31;317130;5;2;87;2021;10
31;317130;5;2;87;2022;10
31;317130;5;6;47;2018;2
31;317130;5;6;47;2019;2
31;317130;5;6;47;2020;2
31;317130;5;6;47;2021;2
31;317130;5;6;47;2022;2
31;317160;5;2;87;2018;1
31;317160;5;2;87;2019;1
31;317160;5;2;87;2020;1
31;317160;5;2;87;2021;1
31;317160;5;2;87;2022;1
31;317180;5;2;87;2018;1
31;317180;5;2;87;2019;1
31;317180;5;2;87;2020;1
31;317180;5;2;87;2021;1
31;317180;5;2;87;2022;1
31;317200;5;2;87;2018;2
31;317200;5;2;87;2019;2
31;317200;5;2;87;2020;2
31;317200;5;2;87;2021;2
31;317200;5;2;87;2022;2
32;320040;5;7;73;2018;10
32;320120;5;1;5;2018;1
32;320120;5;1;5;2019;1
32;320120;5;1;5;2020;1
32;320120;5;1;5;2021;1
32;320120;5;1;5;2022;1
32;320120;7;6;47;2018;35
32;320120;7;6;47;2019;35
32;320120;7;6;47;2020;35
32;320120;7;6;47;2021;35
32;320120;7;6;47;2022;35
32;320130;5;1;5;2018;0
32;320130;5;1;5;2019;0
32;320130;5;1;5;2020;0
32;320130;5;1;5;2021;0
32;320130;5;1;5;2022;0
32;320130;7;6;47;2018;60
32;320130;7;6;47;2019;60
32;320130;7;6;47;2020;60
32;320130;7;6;47;2021;50
32;320130;7;6;47;2022;50
32;320140;5;2;87;2018;0
32;320140;5;2;87;2019;0
32;320140;5;2;87;2020;0
32;320140;5;2;87;2021;0
32;320150;5;2;87;2018;0
32;320150;5;2;87;2019;0
32;320150;5;2;87;2020;0
32;320150;5;2;87;2021;0
32;320150;5;2;87;2022;0
32;320320;5;1;5;2018;1
32;320320;5;1;5;2019;1
32;320320;5;1;5;2020;1
32;320320;5;1;5;2021;6
32;320320;5;1;5;2022;6
32;320320;5;6;47;2018;1
32;320320;5;6;47;2019;1
32;320320;5;6;47;2020;1
32;320320;5;6;47;2021;1
32;320320;5;6;47;2022;1
32;320320;7;1;5;2019;0
32;320320;7;1;5;2020;0
32;320340;5;2;87;2019;0
32;320340;5;2;87;2020;0
32;320340;5;2;87;2021;0
32;320340;5;2;87;2022;0
32;320340;5;7;73;2018;4
32;320380;5;6;47;2018;1
32;320380;5;6;47;2019;1
32;320380;5;6;47;2020;1
32;320380;5;6;47;2021;1
32;320380;5;6;47;2022;1
32;320390;5;2;87;2018;0
32;320390;5;2;87;2019;0
32;320390;5;2;87;2020;8
32;320390;5;2;87;2021;8
32;320390;5;2;87;2022;8
32;320470;5;1;5;2018;1
32;320470;5;1;5;2019;0
32;320470;5;1;5;2020;0
32;320470;5;1;5;2021;0
32;320470;5;1;5;2022;0
32;320470;5;6;47;2018;6
32;320470;5;6;47;2019;0
32;320470;5;6;47;2020;0
32;320470;5;6;47;2021;0
32;320470;5;6;47;2022;0
32;320490;5;1;5;2018;0
32;320490;5;1;5;2019;0
32;320490;5;1;5;2020;0
32;320490;5;1;5;2021;0
32;320490;5;1;5;2022;0
32;320500;5;1;5;2018;2
32;320500;5;1;5;2019;2
32;320500;5;1;5;2020;1
32;320500;5;1;5;2021;1
32;320500;5;1;5;2022;1
32;320500;5;6;47;2018;0
32;320500;5;6;47;2019;0
32;320500;5;6;47;2020;0
32;320500;5;6;47;2021;0
32;320500;5;6;47;2022;0
32;320506;5;2;87;2022;0
32;320506;7;2;87;2018;0
32;320506;7;2;87;2019;0
32;320506;7;2;87;2020;0
32;320506;7;2;87;2021;0
32;320506;7;6;47;2019;4
32;320506;7;6;47;2020;4
32;320506;7;6;47;2021;4
32;320520;5;1;5;2018;2
32;320520;5;1;5;2019;2
32;320520;5;1;5;2020;2
32;320520;5;1;5;2021;2
32;320520;5;1;5;2022;1
32;320520;5;2;87;2018;0
32;320520;5;2;87;2019;10
32;320520;5;2;87;2020;10
32;320520;5;2;87;2021;10
32;320520;5;2;87;2022;10
32;320520;5;6;47;2022;0
32;320530;5;1;5;2018;13
32;320530;5;1;5;2019;13
32;320530;5;1;5;2020;13
32;320530;5;1;5;2021;4
32;320530;5;1;5;2022;17
32;320530;5;6;47;2018;20
32;320530;5;6;47;2019;34
32;320530;5;6;47;2020;34
32;320530;5;6;47;2021;34
32;320530;5;6;47;2022;34
33;330010;5;1;5;2018;0
33;330010;5;1;5;2019;1
33;330010;5;1;5;2020;1
33;330010;5;1;5;2021;1
33;330010;5;1;5;2022;5
33;330010;5;2;87;2018;8
33;330010;5;2;87;2019;8
33;330010;5;2;87;2020;8
33;330010;5;2;87;2021;8
33;330010;5;2;87;2022;8
33;330010;5;6;47;2018;8
33;330010;5;6;47;2019;8
33;330010;5;6;47;2020;12
33;330010;5;6;47;2021;12
33;330010;5;6;47;2022;4
33;330015;5;6;47;2018;2
33;330015;5;6;47;2019;2
33;330015;5;6;47;2020;2
33;330015;5;6;47;2021;2
33;330015;5;6;47;2022;2
33;330022;5;6;47;2018;2
33;330022;5;6;47;2019;2
33;330022;5;6;47;2020;2
33;330022;5;6;47;2021;2
33;330022;5;6;47;2022;2
33;330023;5;2;87;2018;2
33;330023;5;2;87;2019;2
33;330023;5;2;87;2020;2
33;330023;5;2;87;2021;2
33;330023;5;2;87;2022;2
33;330023;5;6;47;2018;2
33;330023;5;6;47;2019;2
33;330023;5;6;47;2020;2
33;330025;5;6;47;2022;1
33;330030;5;6;47;2018;1
33;330030;5;7;73;2018;3
33;330040;5;2;87;2018;4
33;330040;5;2;87;2019;4
33;330040;5;2;87;2020;4
33;330040;5;2;87;2021;4
33;330040;5;2;87;2022;4
33;330045;5;6;47;2018;6
33;330045;5;6;47;2019;6
33;330045;5;6;47;2020;1
33;330045;5;6;47;2021;1
33;330045;5;6;47;2022;1
33;330050;5;6;47;2020;2
33;330050;5;6;47;2021;2
33;330050;5;6;47;2022;2
33;330060;5;1;5;2018;2
33;330060;5;1;5;2019;2
33;330060;5;1;5;2020;1
33;330060;5;1;5;2021;1
33;330060;5;1;5;2022;1
33;330060;5;2;87;2018;0
33;330060;5;2;87;2019;0
33;330060;5;6;47;2018;1
33;330060;5;6;47;2019;1
33;330060;5;6;47;2020;10
33;330060;5;6;47;2021;10
33;330060;5;6;47;2022;10
33;330060;5;7;73;2018;1
33;330060;5;7;73;2019;1
33;330070;5;1;5;2018;0
33;330070;5;1;5;2019;0
33;330070;5;1;5;2020;0
33;330070;5;1;5;2021;0
33;330070;5;1;5;2022;0
33;330070;5;6;47;2018;8
33;330070;5;6;47;2019;12
33;330070;5;6;47;2020;12
33;330070;5;6;47;2021;4
33;330070;5;6;47;2022;4
33;330080;5;6;47;2018;4
33;330080;5;6;47;2019;4
33;330080;5;6;47;2020;4
33;330080;5;6;47;2021;4
33;330080;5;6;47;2022;4
33;330090;5;2;87;2019;0
33;330090;5;2;87;2020;0
33;330090;5;2;87;2021;0
33;330090;5;2;87;2022;0
33;330090;5;6;47;2018;2
33;330100;5;1;5;2018;6
33;330100;5;1;5;2019;6
33;330100;5;1;5;2020;6
33;330100;5;1;5;2021;6
33;330100;5;1;5;2022;6
33;330100;5;6;47;2018;1
33;330100;5;6;47;2019;1
33;330100;5;6;47;2020;1
33;330100;5;6;47;2021;1
33;330100;5;6;47;2022;1
33;330100;7;2;87;2018;0
33;330100;7;2;87;2020;0
33;330100;7;2;87;2021;0
33;330100;7;2;87;2022;0
33;330100;7;6;47;2018;120
33;330100;7;6;47;2019;120
33;330100;7;6;47;2020;120
33;330100;7;6;47;2021;120
33;330100;7;6;47;2022;0
33;330100;7;7;73;2018;0
33;330100;7;7;73;2019;0
33;330100;7;7;73;2020;0
33;330100;7;7;73;2021;0
33;330100;7;7;73;2022;0
33;330110;5;2;87;2018;4
33;330110;5;2;87;2019;4
33;330110;5;2;87;2020;4
33;330110;5;2;87;2021;4
33;330110;5;2;87;2022;4
33;330110;5;6;47;2018;4
33;330110;5;6;47;2019;4
33;330110;5;6;47;2020;4
33;330110;5;6;47;2021;4
33;330110;5;6;47;2022;4
33;330120;5;2;87;2018;4
33;330120;5;2;87;2019;4
33;330120;5;2;87;2020;4
33;330120;5;2;87;2021;4
33;330120;5;2;87;2022;4
33;330130;5;6;47;2021;2
33;330130;5;6;47;2022;2
33;330130;5;7;73;2018;2
33;330130;5;7;73;2019;2
33;330130;5;7;73;2020;2
33;330140;5;6;47;2020;2
33;330140;5;6;47;2021;2
33;330140;5;6;47;2022;2
33;330150;5;6;47;2018;1
33;330150;5;6;47;2019;1
33;330150;5;6;47;2020;1
33;330150;5;6;47;2021;1
33;330150;5;6;47;2022;1
33;330170;5;2;87;2018;0
33;330170;5;2;87;2019;12
33;330170;5;2;87;2020;12
33;330170;5;2;87;2021;12
33;330170;5;2;87;2022;12
33;330170;5;6;47;2018;9
