ESTADO_CODIGO;DIAG_PRINC;ANO_CMPT;MES_CMPT;TOTAL
53;F28;2022;1;1
53;F28;2022;2;1
53;F28;2022;4;1
53;F28;2022;6;3
53;F28;2022;8;3
53;F28;2022;9;1
53;F28;2022;10;2
53;F29;2018;1;49
53;F29;2018;2;49
53;F29;2018;3;55
53;F29;2018;4;55
53;F29;2018;5;35
53;F29;2018;6;47
53;F29;2018;7;60
53;F29;2018;8;58
53;F29;2018;9;52
53;F29;2018;10;64
53;F29;2018;11;49
53;F29;2018;12;64
53;F29;2019;1;43
53;F29;2019;2;31
53;F29;2019;3;39
53;F29;2019;4;61
53;F29;2019;5;57
53;F29;2019;6;58
53;F29;2019;7;62
53;F29;2019;8;60
53;F29;2019;9;35
53;F29;2019;10;37
53;F29;2019;11;37
53;F29;2019;12;47
53;F29;2020;1;40
53;F29;2020;2;39
53;F29;2020;3;58
53;F29;2020;4;56
53;F29;2020;5;38
53;F29;2020;6;30
53;F29;2020;7;32
53;F29;2020;8;36
53;F29;2020;9;35
53;F29;2020;10;23
53;F29;2020;11;27
53;F29;2020;12;19
53;F29;2021;1;30
53;F29;2021;2;34
53;F29;2021;3;30
53;F29;2021;4;33
53;F29;2021;5;51
53;F29;2021;6;42
53;F29;2021;7;38
53;F29;2021;8;35
53;F29;2021;9;39
53;F29;2021;10;43
53;F29;2021;11;32
53;F29;2021;12;24
53;F29;2022;1;37
53;F29;2022;2;42
53;F29;2022;3;51
53;F29;2022;4;41
53;F29;2022;5;32
53;F29;2022;6;43
53;F29;2022;7;35
53;F29;2022;8;30
53;F29;2022;9;29
53;F29;2022;10;31
53;F29;2022;11;38
53;F29;2022;12;44
53;F30;2018;1;3
53;F30;2018;2;1
53;F30;2018;3;2
53;F30;2018;4;6
53;F30;2018;5;5
53;F30;2018;6;6
53;F30;2018;7;4
53;F30;2018;8;3
53;F30;2018;9;5
53;F30;2018;10;2
53;F30;2018;11;2
53;F30;2018;12;1
53;F30;2019;1;1
53;F30;2019;4;5
53;F30;2019;6;3
53;F30;2019;7;6
53;F30;2019;8;6
53;F30;2019;9;2
53;F30;2019;10;5
53;F30;2019;11;7
53;F30;2019;12;2
53;F30;2020;1;8
53;F30;2020;2;3
53;F30;2020;3;3
53;F30;2020;4;2
53;F30;2020;5;2
53;F30;2020;6;7
53;F30;2020;7;3
53;F30;2020;8;1
53;F30;2020;9;3
53;F30;2020;10;2
53;F30;2020;12;3
53;F30;2021;1;2
53;F30;2021;3;3
53;F30;2021;4;2
53;F30;2021;5;1
53;F30;2021;6;2
53;F30;2021;7;6
53;F30;2021;8;2
53;F30;2021;9;4
53;F30;2021;10;2
53;F30;2021;11;2
53;F30;2021;12;3
53;F30;2022;1;5
53;F30;2022;2;1
53;F30;2022;3;1
53;F30;2022;4;3
53;F30;2022;6;2
53;F30;2022;8;1
53;F30;2022;9;1
53;F30;2022;10;2
53;F30;2022;11;1
53;F30;2022;12;1
53;F31;2018;1;40
53;F31;2018;2;56
53;F31;2018;3;42
53;F31;2018;4;58
53;F31;2018;5;54
53;F31;2018;6;63
53;F31;2018;7;62
53;F31;2018;8;73
53;F31;2018;9;79
53;F31;2018;10;80
53;F31;2018;11;68
53;F31;2018;12;62
53;F31;2019;1;40
53;F31;2019;2;44
53;F31;2019;3;70
53;F31;2019;4;56
53;F31;2019;5;72
53;F31;2019;6;67
53;F31;2019;7;59
53;F31;2019;8;66
53;F31;2019;9;53
53;F31;2019;10;61
53;F31;2019;11;60
53;F31;2019;12;63
53;F31;2020;1;59
53;F31;2020;2;59
53;F31;2020;3;65
53;F31;2020;4;43
53;F31;2020;5;41
53;F31;2020;6;27
53;F31;2020;7;40
53;F31;2020;8;38
53;F31;2020;9;47
53;F31;2020;10;56
53;F31;2020;11;50
53;F31;2020;12;45
53;F31;2021;1;45
53;F31;2021;2;45
53;F31;2021;3;44
53;F31;2021;4;30
53;F31;2021;5;51
53;F31;2021;6;49
53;F31;2021;7;51
53;F31;2021;8;50
53;F31;2021;9;52
53;F31;2021;10;49
53;F31;2021;11;50
53;F31;2021;12;47
53;F31;2022;1;43
53;F31;2022;2;41
53;F31;2022;3;51
53;F31;2022;4;47
53;F31;2022;5;64
53;F31;2022;6;45
53;F31;2022;7;69
53;F31;2022;8;69
53;F31;2022;9;69
53;F31;2022;10;60
53;F31;2022;11;65
53;F31;2022;12;59
53;F32;2018;1;18
53;F32;2018;2;13
53;F32;2018;3;18
53;F32;2018;4;30
53;F32;2018;5;32
53;F32;2018;6;48
53;F32;2018;7;42
53;F32;2018;8;33
53;F32;2018;9;37
53;F32;2018;10;44
53;F32;2018;11;63
53;F32;2018;12;35
53;F32;2019;1;57
53;F32;2019;2;55
53;F32;2019;3;65
53;F32;2019;4;54
53;F32;2019;5;78
53;F32;2019;6;51
53;F32;2019;7;55
53;F32;2019;8;76
53;F32;2019;9;53
53;F32;2019;10;70
53;F32;2019;11;44
53;F32;2019;12;58
53;F32;2020;1;68
53;F32;2020;2;59
53;F32;2020;3;34
53;F32;2020;4;38
53;F32;2020;5;27
53;F32;2020;6;27
53;F32;2020;7;31
53;F32;2020;8;34
53;F32;2020;9;30
53;F32;2020;10;47
53;F32;2020;11;41
53;F32;2020;12;44
53;F32;2021;1;54
53;F32;2021;2;35
53;F32;2021;3;47
53;F32;2021;4;49
53;F32;2021;5;47
53;F32;2021;6;45
53;F32;2021;7;43
53;F32;2021;8;74
53;F32;2021;9;65
53;F32;2021;10;52
53;F32;2021;11;64
53;F32;2021;12;56
53;F32;2022;1;43
53;F32;2022;2;31
53;F32;2022;3;52
53;F32;2022;4;35
53;F32;2022;5;57
53;F32;2022;6;46
53;F32;2022;7;77
53;F32;2022;8;83
53;F32;2022;9;89
53;F32;2022;10;85
53;F32;2022;11;74
53;F32;2022;12;61
53;F33;2018;1;4
53;F33;2018;2;3
53;F33;2018;3;3
53;F33;2018;4;13
53;F33;2018;5;13
53;F33;2018;6;18
53;F33;2018;7;13
53;F33;2018;8;13
53;F33;2018;9;17
53;F33;2018;10;7
53;F33;2018;11;4
53;F33;2018;12;8
53;F33;2019;1;7
53;F33;2019;2;12
53;F33;2019;3;21
53;F33;2019;4;12
53;F33;2019;5;14
53;F33;2019;6;18
53;F33;2019;7;15
53;F33;2019;8;16
53;F33;2019;9;10
53;F33;2019;10;16
53;F33;2019;11;19
53;F33;2019;12;11
53;F33;2020;1;10
53;F33;2020;2;11
53;F33;2020;3;6
53;F33;2020;4;7
53;F33;2020;5;8
53;F33;2020;6;13
53;F33;2020;7;13
53;F33;2020;8;11
53;F33;2020;9;7
53;F33;2020;10;9
53;F33;2020;11;9
53;F33;2020;12;17
53;F33;2021;1;24
53;F33;2021;2;25
53;F33;2021;3;20
53;F33;2021;4;22
53;F33;2021;5;11
53;F33;2021;6;11
53;F33;2021;7;12
53;F33;2021;8;30
53;F33;2021;9;17
53;F33;2021;10;10
53;F33;2021;11;9
53;F33;2021;12;12
53;F33;2022;1;15
53;F33;2022;2;8
53;F33;2022;3;8
53;F33;2022;4;7
53;F33;2022;5;16
53;F33;2022;6;23
53;F33;2022;7;11
53;F33;2022;8;14
53;F33;2022;9;38
53;F33;2022;10;17
53;F33;2022;11;17
53;F33;2022;12;5
53;F34;2018;6;2
53;F34;2018;8;3
53;F34;2019;5;1
53;F34;2019;7;2
53;F34;2019;8;1
53;F34;2019;9;2
53;F34;2019;10;1
53;F34;2019;11;1
53;F34;2019;12;2
53;F34;2020;2;1
53;F34;2020;3;1
53;F34;2020;5;1
53;F34;2020;8;1
53;F34;2020;10;1
53;F34;2020;11;1
53;F34;2021;1;1
53;F34;2021;3;3
53;F34;2021;6;1
53;F34;2021;8;3
53;F34;2021;12;3
53;F34;2022;2;4
53;F34;2022;3;1
53;F34;2022;4;2
53;F34;2022;5;4
53;F34;2022;6;1
53;F34;2022;8;2
53;F34;2022;10;1
53;F38;2018;7;1
53;F38;2018;12;1
53;F38;2019;3;1
53;F38;2019;5;1
53;F38;2020;2;1
53;F38;2020;5;2
53;F38;2020;7;1
53;F38;2020;9;1
53;F38;2021;1;1
53;F38;2021;6;2
53;F38;2021;8;2
53;F38;2021;9;1
53;F38;2021;11;1
53;F38;2021;12;1
53;F38;2022;10;2
53;F38;2022;11;1
53;F38;2022;12;2
53;F39;2018;1;1
53;F39;2018;2;1
53;F39;2018;4;1
53;F39;2018;6;3
53;F39;2018;7;1
53;F39;2018;8;2
53;F39;2018;10;3
53;F39;2018;11;2
53;F39;2018;12;1
53;F39;2019;1;3
53;F39;2019;2;4
53;F39;2019;3;1
53;F39;2019;4;5
53;F39;2019;6;4
53;F39;2019;7;2
53;F39;2019;8;3
53;F39;2019;9;2
53;F39;2019;10;8
53;F39;2019;11;6
53;F39;2019;12;5
53;F39;2020;1;6
53;F39;2020;2;3
53;F39;2020;3;4
53;F39;2020;5;2
53;F39;2020;6;1
53;F39;2020;7;1
53;F39;2020;8;4
53;F39;2020;9;2
53;F39;2020;10;3
53;F39;2020;11;1
53;F39;2020;12;3
53;F39;2021;1;5
53;F39;2021;2;5
53;F39;2021;3;1
53;F39;2021;4;1
53;F39;2021;5;1
53;F39;2021;6;2
53;F39;2021;7;2
53;F39;2021;8;2
53;F39;2021;9;1
53;F39;2021;10;2
53;F39;2021;11;3
53;F39;2021;12;2
53;F39;2022;1;2
53;F39;2022;2;1
53;F39;2022;3;1
53;F39;2022;4;1
53;F39;2022;5;2
53;F39;2022;6;6
53;F39;2022;7;4
53;F39;2022;8;2
53;F39;2022;9;7
53;F39;2022;10;4
53;F39;2022;12;1
53;F40;2018;2;1
53;F40;2018;4;2
53;F40;2018;5;1
53;F40;2018;8;5
53;F40;2018;9;3
53;F40;2018;10;3
53;F40;2018;12;3
53;F40;2019;1;6
53;F40;2019;3;1
53;F40;2019;5;1
53;F40;2019;7;1
53;F40;2019;11;1
53;F40;2019;12;1
53;F40;2020;7;1
53;F40;2020;10;1
53;F40;2021;4;1
53;F40;2021;5;1
53;F40;2021;9;1
53;F40;2022;7;1
53;F41;2018;1;5
53;F41;2018;3;4
53;F41;2018;4;3
53;F41;2018;5;6
53;F41;2018;6;6
53;F41;2018;7;6
53;F41;2018;8;3
53;F41;2018;9;6
53;F41;2018;10;5
53;F41;2018;11;3
53;F41;2018;12;2
53;F41;2019;1;7
53;F41;2019;2;3
53;F41;2019;3;9
53;F41;2019;4;4
53;F41;2019;5;6
53;F41;2019;6;7
53;F41;2019;7;6
53;F41;2019;8;5
53;F41;2019;9;6
53;F41;2019;10;7
53;F41;2019;11;7
53;F41;2019;12;6
53;F41;2020;1;5
53;F41;2020;2;2
53;F41;2020;3;3
53;F41;2020;4;3
53;F41;2020;5;6
53;F41;2020;6;7
53;F41;2020;7;7
53;F41;2020;8;7
53;F41;2020;9;6
53;F41;2020;10;11
53;F41;2020;11;4
53;F41;2020;12;7
53;F41;2021;1;11
53;F41;2021;2;7
53;F41;2021;3;8
53;F41;2021;4;8
53;F41;2021;5;12
53;F41;2021;6;15
53;F41;2021;7;5
53;F41;2021;8;10
53;F41;2021;9;13
53;F41;2021;10;15
53;F41;2021;11;15
53;F41;2021;12;15
53;F41;2022;1;19
53;F41;2022;2;12
53;F41;2022;3;15
53;F41;2022;4;13
53;F41;2022;5;14
53;F41;2022;6;10
53;F41;2022;7;13
53;F41;2022;8;29
53;F41;2022;9;23
53;F41;2022;10;19
53;F41;2022;11;17
53;F41;2022;12;8
53;F42;2018;1;1
53;F42;2018;2;2
53;F42;2018;4;1
53;F42;2018;5;1
53;F42;2018;6;2
53;F42;2018;7;4
53;F42;2018;8;2
53;F42;2018;9;1
53;F42;2018;10;1
53;F42;2018;11;1
53;F42;2018;12;1
53;F42;2019;1;2
53;F42;2019;2;2
53;F42;2019;3;1
53;F42;2019;4;1
53;F42;2019;6;1
53;F42;2019;7;6
53;F42;2019;8;3
53;F42;2019;9;2
53;F42;2019;10;4
53;F42;2019;11;1
53;F42;2019;12;2
53;F42;2020;1;1
53;F42;2020;2;1
53;F42;2020;4;2
53;F42;2020;6;1
53;F42;2020;7;1
53;F42;2020;8;1
53;F42;2020;9;3
53;F42;2020;10;1
53;F42;2020;11;1
53;F42;2021;1;3
53;F42;2021;2;3
53;F42;2021;4;1
53;F42;2021;5;1
53;F42;2021;6;2
53;F42;2021;7;2
53;F42;2021;8;1
53;F42;2021;9;1
53;F42;2021;10;4
53;F42;2021;12;1
53;F42;2022;2;1
53;F42;2022;3;6
53;F42;2022;4;5
53;F42;2022;5;6
53;F42;2022;6;4
53;F42;2022;7;1
53;F42;2022;8;3
53;F42;2022;9;4
53;F42;2022;10;2
53;F42;2022;11;4
53;F42;2022;12;4
53;F43;2018;1;2
53;F43;2018;4;2
53;F43;2018;5;3
53;F43;2018;6;1
53;F43;2018;7;2
53;F43;2018;8;3
53;F43;2018;10;5
53;F43;2018;11;2
53;F43;2018;12;1
53;F43;2019;2;2
53;F43;2019;3;2
53;F43;2019;4;1
53;F43;2019;5;1
53;F43;2019;6;2
53;F43;2019;7;1
53;F43;2019;8;3
53;F43;2019;9;6
53;F43;2019;10;3
53;F43;2019;11;9
53;F43;2020;1;2
53;F43;2020;2;9
53;F43;2020;3;7
53;F43;2020;4;6
53;F43;2020;5;6
53;F43;2020;6;6
53;F43;2020;7;5
53;F43;2020;8;5
53;F43;2020;9;6
53;F43;2020;10;4
53;F43;2020;11;12
53;F43;2020;12;12
53;F43;2021;1;11
53;F43;2021;2;6
53;F43;2021;3;7
53;F43;2021;4;4
53;F43;2021;5;7
53;F43;2021;7;1
53;F43;2021;8;5
53;F43;2021;9;2
53;F43;2021;10;3
53;F43;2021;11;6
53;F43;2021;12;8
53;F43;2022;1;6
53;F43;2022;2;3
53;F43;2022;3;2
53;F43;2022;4;2
53;F43;2022;5;3
53;F43;2022;6;9
53;F43;2022;7;3
53;F43;2022;8;4
53;F43;2022;9;4
53;F43;2022;10;8
53;F43;2022;11;5
53;F43;2022;12;3
53;F44;2018;1;3
53;F44;2018;2;1
53;F44;2018;3;2
53;F44;2018;4;4
53;F44;2018;5;2
53;F44;2018;6;6
53;F44;2018;7;7
53;F44;2018;8;3
53;F44;2018;9;1
53;F44;2018;10;2
53;F44;2018;11;2
53;F44;2018;12;4
53;F44;2019;1;2
53;F44;2019;3;8
53;F44;2019;4;3
53;F44;2019;5;5
53;F44;2019;6;3
53;F44;2019;7;4
53;F44;2019;8;3
53;F44;2019;9;3
53;F44;2019;10;1
53;F44;2019;11;4
53;F44;2019;12;5
53;F44;2020;1;8
53;F44;2020;2;3
53;F44;2020;3;2
53;F44;2020;4;4
53;F44;2020;5;3
53;F44;2020;7;2
53;F44;2020;8;2
53;F44;2020;10;1
53;F44;2021;1;1
53;F44;2021;2;6
53;F44;2021;3;1
53;F44;2021;4;1
53;F44;2021;5;2
53;F44;2021;6;2
53;F44;2021;7;4
53;F44;2021;8;2
53;F44;2021;9;2
53;F44;2021;10;3
53;F44;2021;11;2
53;F44;2021;12;3
53;F44;2022;1;1
53;F44;2022;2;2
53;F44;2022;3;3
53;F44;2022;4;5
53;F44;2022;5;6
53;F44;2022;6;4
53;F44;2022;7;4
53;F44;2022;8;6
53;F44;2022;9;3
53;F44;2022;10;6
53;F44;2022;11;2
53;F45;2018;1;1
53;F45;2018;2;1
53;F45;2018;3;2
53;F45;2018;4;1
53;F45;2018;6;1
53;F45;2018;10;1
53;F45;2018;11;2
53;F45;2018;12;2
53;F45;2019;1;2
53;F45;2019;3;2
53;F45;2019;4;3
53;F45;2019;5;1
53;F45;2019;7;2
53;F45;2019;8;2
53;F45;2019;9;3
53;F45;2019;10;5
53;F45;2019;11;2
53;F45;2019;12;1
53;F45;2020;3;2
53;F45;2020;6;1
53;F45;2020;8;1
53;F45;2020;9;2
53;F45;2020;10;1
53;F45;2021;1;1
53;F45;2021;5;1
53;F45;2021;10;1
53;F45;2021;12;2
53;F45;2022;4;1
53;F45;2022;6;2
53;F45;2022;7;1
53;F45;2022;9;1
53;F45;2022;12;2
53;F48;2018;2;1
53;F48;2018;7;1
53;F48;2018;9;1
53;F48;2019;3;1
53;F48;2019;6;1
53;F48;2019;7;1
53;F48;2019;9;1
53;F48;2019;12;1
53;F48;2020;2;1
53;F48;2020;6;1
53;F48;2021;1;1
53;F48;2021;2;1
53;F48;2021;12;1
53;F48;2022;9;3
53;F50;2018;1;1
53;F50;2018;2;1
53;F50;2018;8;4
53;F50;2018;9;2
53;F50;2019;1;1
53;F50;2019;4;1
53;F50;2019;5;1
53;F50;2019;8;2
53;F50;2020;5;1
53;F50;2020;9;1
53;F50;2021;3;1
53;F50;2021;4;2
53;F50;2021;5;1
53;F50;2021;6;2
53;F50;2021;8;1
53;F50;2022;1;1
53;F50;2022;5;2
53;F50;2022;7;1
53;F51;2021;8;1
53;F51;2021;12;1
53;F52;2019;10;1
53;F53;2018;1;2
53;F53;2018;3;1
53;F53;2018;5;1
53;F53;2018;7;1
53;F53;2018;12;1
53;F53;2019;2;3
53;F53;2019;7;2
53;F53;2019;8;1
53;F53;2020;4;1
53;F53;2020;5;1
53;F53;2020;8;1
53;F53;2020;9;1
53;F53;2020;11;1
53;F53;2021;5;1
53;F53;2021;11;1
53;F53;2022;7;1
53;F53;2022;9;1
53;F54;2020;9;1
53;F54;2022;9;1
53;F55;2020;3;1
53;F55;2021;7;1
53;F55;2022;3;1
53;F55;2022;9;1
53;F59;2019;12;1
53;F60;2018;1;9
53;F60;2018;2;13
53;F60;2018;3;11
53;F60;2018;4;16
53;F60;2018;5;10
53;F60;2018;6;14
53;F60;2018;7;23
53;F60;2018;8;16
53;F60;2018;9;16
53;F60;2018;10;11
53;F60;2018;11;12
53;F60;2018;12;12
53;F60;2019;1;16
53;F60;2019;2;15
53;F60;2019;3;25
53;F60;2019;4;21
53;F60;2019;5;23
53;F60;2019;6;17
53;F60;2019;7;16
53;F60;2019;8;16
53;F60;2019;9;7
53;F60;2019;10;16
53;F60;2019;11;24
53;F60;2019;12;15
53;F60;2020;1;23
53;F60;2020;2;18
53;F60;2020;3;20
53;F60;2020;4;17
53;F60;2020;5;12
53;F60;2020;6;7
53;F60;2020;7;6
53;F60;2020;8;7
53;F60;2020;9;15
53;F60;2020;10;16
53;F60;2020;11;6
53;F60;2020;12;19
53;F60;2021;1;19
53;F60;2021;2;19
53;F60;2021;3;20
53;F60;2021;4;9
53;F60;2021;5;24
53;F60;2021;6;22
53;F60;2021;7;21
53;F60;2021;8;19
53;F60;2021;9;17
53;F60;2021;10;17
53;F60;2021;11;18
53;F60;2021;12;18
53;F60;2022;1;13
53;F60;2022;2;15
53;F60;2022;3;20
53;F60;2022;4;25
53;F60;2022;5;23
53;F60;2022;6;24
53;F60;2022;7;28
53;F60;2022;8;24
53;F60;2022;9;24
53;F60;2022;10;18
53;F60;2022;11;33
53;F60;2022;12;27
53;F61;2018;7;1
53;F61;2018;9;1
53;F61;2019;8;1
53;F61;2020;9;1
53;F62;2021;3;1
53;F63;2019;1;1
53;F63;2019;2;1
53;F63;2019;4;2
53;F63;2019;9;1
53;F63;2019;11;1
53;F64;2022;6;1
53;F66;2018;9;2
53;F66;2021;8;2
53;F68;2018;6;1
53;F68;2019;10;1
53;F68;2020;1;1
53;F68;2021;1;1
53;F68;2021;3;2
53;F68;2021;5;2
53;F68;2021;9;1
53;F68;2022;3;2
53;F68;2022;4;1
53;F68;2022;9;1
53;F68;2022;11;1
53;F68;2022;12;1
53;F69;2019;2;1
53;F69;2019;5;1
53;F69;2019;6;1
53;F69;2019;7;2
53;F69;2022;11;1
53;F70;2018;1;2
53;F70;2018;2;1
53;F70;2018;3;3
53;F70;2018;4;2
53;F70;2018;6;2
53;F70;2018;7;5
53;F70;2018;8;2
53;F70;2018;9;5
53;F70;2018;10;3
53;F70;2018;11;3
53;F70;2018;12;2
53;F70;2019;1;2
53;F70;2019;2;2
53;F70;2019;3;1
53;F70;2019;4;2
53;F70;2019;6;2
53;F70;2019;7;3
53;F70;2019;8;6
53;F70;2019;9;2
53;F70;2019;10;3
53;F70;2019;11;4
53;F70;2019;12;3
53;F70;2020;1;2
53;F70;2020;2;5
53;F70;2020;3;1
53;F70;2020;4;2
53;F70;2020;5;3
53;F70;2020;6;1
53;F70;2020;7;2
53;F70;2020;8;3
53;F70;2020;9;3
53;F70;2020;10;5
53;F70;2020;11;5
53;F70;2020;12;5
53;F70;2021;1;6
53;F70;2021;2;6
53;F70;2021;3;4
53;F70;2021;4;7
53;F70;2021;5;9
53;F70;2021;6;2
53;F70;2021;7;2
53;F70;2021;8;3
53;F70;2021;9;9
53;F70;2021;10;6
53;F70;2021;11;3
53;F70;2021;12;3
53;F70;2022;1;3
53;F70;2022;2;3
53;F70;2022;3;1
53;F70;2022;4;2
53;F70;2022;5;7
53;F70;2022;6;6
53;F70;2022;7;4
53;F70;2022;8;6
53;F70;2022;9;8
53;F70;2022;10;4
53;F70;2022;11;4
53;F70;2022;12;10
53;F71;2018;1;2
53;F71;2018;3;1
53;F71;2018;4;3
53;F71;2018;5;3
53;F71;2018;6;1
53;F71;2018;7;5
53;F71;2018;8;9
53;F71;2018;9;9
53;F71;2018;10;5
53;F71;2018;11;1
53;F71;2018;12;4
53;F71;2019;1;1
53;F71;2019;2;4
53;F71;2019;3;3
53;F71;2019;4;1
53;F71;2019;5;1
53;F71;2019;6;7
53;F71;2019;7;4
53;F71;2019;8;5
53;F71;2019;9;7
53;F71;2019;10;9
53;F71;2019;11;5
53;F71;2019;12;7
53;F71;2020;1;8
53;F71;2020;2;5
53;F71;2020;3;7
53;F71;2020;4;4
53;F71;2020;5;2
53;F71;2020;6;1
53;F71;2020;7;2
53;F71;2020;8;1
53;F71;2020;9;4
53;F71;2020;10;5
53;F71;2020;11;4
53;F71;2020;12;2
53;F71;2021;1;4
53;F71;2021;2;4
53;F71;2021;3;7
53;F71;2021;4;10
53;F71;2021;5;6
53;F71;2021;6;3
53;F71;2021;7;8
53;F71;2021;8;4
53;F71;2021;9;7
53;F71;2021;10;7
53;F71;2021;11;6
53;F71;2021;12;7
53;F71;2022;1;2
53;F71;2022;2;6
53;F71;2022;3;11
53;F71;2022;4;7
53;F71;2022;5;9
53;F71;2022;6;6
53;F71;2022;7;5
53;F71;2022;8;8
53;F71;2022;9;8
53;F71;2022;10;3
53;F71;2022;11;5
53;F71;2022;12;5
53;F72;2018;4;1
53;F72;2018;5;2
53;F72;2018;6;1
53;F72;2018;9;1
53;F72;2018;11;2
53;F72;2018;12;1
53;F72;2019;3;5
53;F72;2019;5;4
53;F72;2019;6;2
53;F72;2019;7;2
53;F72;2019;8;2
53;F72;2019;11;2
53;F72;2019;12;2
53;F72;2020;1;2
53;F72;2020;3;1
53;F72;2020;4;2
53;F72;2020;5;1
53;F72;2020;6;2
53;F72;2020;7;3
53;F72;2020;8;1
53;F72;2020;9;1
53;F72;2020;11;1
53;F72;2020;12;1
53;F72;2021;4;1
53;F72;2021;10;5
53;F72;2022;8;4
53;F72;2022;10;1
53;F72;2022;11;1
53;F73;2018;2;1
53;F73;2018;3;1
53;F73;2019;3;1
53;F73;2020;4;1
53;F78;2018;8;2
53;F78;2019;6;2
53;F78;2020;1;1
53;F78;2020;2;1
53;F78;2020;3;2
53;F78;2020;4;1
53;F78;2020;9;1
53;F78;2020;12;1
53;F78;2021;11;1
53;F78;2022;11;1
53;F79;2018;1;3
53;F79;2018;2;3
53;F79;2018;3;3
53;F79;2018;4;1
53;F79;2018;5;5
53;F79;2018;6;6
53;F79;2018;7;4
53;F79;2018;8;1
53;F79;2018;9;2
53;F79;2018;11;3
53;F79;2018;12;3
53;F79;2019;1;3
53;F79;2019;2;3
53;F79;2019;3;5
53;F79;2019;4;5
53;F79;2019;5;1
53;F79;2019;6;2
53;F79;2019;7;1
53;F79;2019;8;4
53;F79;2019;9;3
53;F79;2019;10;2
53;F79;2019;11;3
53;F79;2019;12;2
53;F79;2020;2;1
53;F79;2020;3;1
53;F79;2020;4;4
53;F79;2020;5;2
53;F79;2020;9;1
53;F79;2020;11;2
53;F79;2021;1;1
53;F79;2021;2;2
53;F79;2021;3;4
53;F79;2021;4;2
53;F79;2021;5;3
53;F79;2021;6;1
53;F79;2021;7;1
53;F79;2021;8;6
53;F79;2021;9;5
53;F79;2021;10;3
53;F79;2021;11;4
53;F79;2021;12;3
53;F79;2022;1;5
53;F79;2022;2;4
53;F79;2022;3;2
53;F79;2022;4;3
53;F79;2022;5;1
53;F79;2022;6;2
53;F79;2022;7;4
53;F79;2022;8;3
53;F79;2022;11;1
53;F80;2018;3;1
53;F80;2020;4;1
53;F80;2020;11;1
53;F80;2022;1;1
53;F80;2022;7;1
53;F82;2020;9;1
53;F82;2021;2;1
53;F82;2022;6;1
53;F84;2018;2;3
53;F84;2018;3;1
53;F84;2018;4;1
53;F84;2018;6;2
53;F84;2018;7;2
53;F84;2018;8;2
53;F84;2018;9;2
53;F84;2018;11;1
53;F84;2018;12;1
53;F84;2019;1;1
53;F84;2019;2;2
53;F84;2019;4;2
53;F84;2019;5;2
53;F84;2019;6;1
53;F84;2019;7;1
53;F84;2019;8;2
53;F84;2019;9;2
53;F84;2019;10;7
53;F84;2019;11;1
53;F84;2019;12;1
53;F84;2020;1;3
53;F84;2020;2;2
53;F84;2020;3;1
53;F84;2020;4;3
53;F84;2020;5;4
53;F84;2020;8;1
53;F84;2020;10;3
53;F84;2020;11;1
53;F84;2020;12;3
53;F84;2021;1;2
53;F84;2021;2;1
53;F84;2021;4;1
53;F84;2021;5;1
53;F84;2021;7;1
53;F84;2021;10;2
53;F84;2021;11;1
53;F84;2021;12;3
53;F84;2022;1;3
53;F84;2022;2;2
53;F84;2022;3;1
53;F84;2022;4;2
53;F84;2022;5;2
53;F84;2022;7;2
53;F84;2022;8;1
53;F84;2022;9;2
53;F84;2022;10;1
53;F84;2022;11;2
53;F84;2022;12;7
53;F88;2018;11;1
53;F88;2019;7;1
53;F88;2020;12;1
53;F88;2021;2;3
53;F89;2018;11;1
53;F89;2018;12;1
53;F89;2019;7;3
53;F89;2020;1;1
53;F89;2020;6;1
53;F89;2021;1;1
53;F89;2022;7;1
53;F89;2022;9;1
53;F90;2018;1;1
53;F90;2018;3;2
53;F90;2018;6;1
53;F90;2018;7;1
53;F90;2018;8;2
53;F90;2019;7;1
53;F90;2019;12;1
53;F90;2020;9;1
53;F90;2022;12;1
53;F91;2018;1;1
53;F91;2018;2;1
53;F91;2018;3;3
53;F91;2018;4;6
53;F91;2018;5;5
53;F91;2018;6;15
53;F91;2018;7;3
53;F91;2018;8;9
53;F91;2018;9;12
53;F91;2018;10;8
53;F91;2018;11;15
53;F91;2019;1;4
53;F91;2019;2;3
53;F91;2019;3;2
53;F91;2019;4;2
53;F91;2019;5;2
53;F91;2019;7;1
53;F91;2019;8;1
53;F91;2019;10;3
53;F91;2019;11;1
53;F91;2020;2;1
53;F91;2020;4;4
53;F91;2020;5;1
53;F91;2020;6;4
53;F91;2020;10;4
53;F91;2020;12;5
53;F91;2021;1;2
53;F91;2021;2;1
53;F91;2021;4;4
53;F91;2021;5;2
53;F91;2021;6;1
53;F91;2021;7;2
53;F91;2021;8;1
53;F91;2021;9;3
53;F91;2021;10;3
53;F91;2021;11;2
53;F91;2021;12;3
53;F91;2022;2;2
53;F91;2022;3;5
53;F91;2022;4;3
53;F91;2022;5;4
53;F91;2022;6;3
53;F91;2022;7;2
53;F91;2022;8;3
53;F91;2022;9;7
53;F91;2022;10;5
53;F91;2022;11;2
53;F91;2022;12;1
53;F92;2018;1;1
53;F92;2018;2;6
53;F92;2018;3;1
53;F92;2018;4;3
53;F92;2018;7;5
53;F92;2018;8;4
53;F92;2018;10;1
53;F92;2018;11;3
53;F92;2019;1;2
53;F92;2019;2;3
53;F92;2019;4;1
