;ESTADO_CODIGO;DIAG_PRINC;ANO_CMPT;MES_CMPT;TOTAL;PERCENTUAL
572;53;F12;2021;3;3;0,06039863096436481
573;53;F12;2021;4;2;0,040265753976243206
574;53;F12;2021;5;3;0,06039863096436481
575;53;F12;2021;6;3;0,06039863096436481
576;53;F12;2021;7;2;0,040265753976243206
577;53;F12;2021;8;2;0,040265753976243206
578;53;F12;2021;9;6;0,12079726192872962
579;53;F12;2021;10;4;0,08053150795248641
580;53;F12;2021;11;4;0,08053150795248641
581;53;F12;2021;12;5;0,10066438494060802
582;53;F12;2022;1;2;0,037112636852848394
583;53;F12;2022;2;4;0,07422527370569679
584;53;F12;2022;3;7;0,12989422898496938
585;53;F12;2022;4;6;0,1113379105585452
586;53;F12;2022;5;2;0,037112636852848394
587;53;F12;2022;6;2;0,037112636852848394
588;53;F12;2022;7;4;0,07422527370569679
589;53;F12;2022;8;7;0,12989422898496938
590;53;F12;2022;9;2;0,037112636852848394
591;53;F12;2022;10;3;0,0556689552792726
592;53;F12;2022;11;3;0,0556689552792726
593;53;F12;2022;12;1;0,018556318426424197
594;53;F13;2018;1;3;0,058616647127784284
595;53;F13;2018;2;3;0,058616647127784284
596;53;F13;2018;3;3;0,058616647127784284
